customer_id,segment,region,plan,acquisition_channel,seats,mrr,tenure_days,monthly_active_days,support_tickets_90d,nps_score,feature_adoption_score,payment_failures_90d,lifetime_revenue,txn_count,total_tickets,customer_health_score,is_churned
C002822,SMB,Europe,Pro,Referral,12,146.19,274,27.0,2,23.0,0.346,1,863.56,5,2,66.8,0
C002823,Startup,North America,Starter,Referral,6,47.01,1279,8.0,2,57.1,0.313,0,944.99,21,4,54.2,0
C002824,Enterprise,Europe,Free,Paid Search,289,0.0,65,27.0,1,5.9,0.457,2,10.83,4,1,67.9,0
C002825,Mid-Market,North America,Enterprise,Sales,49,1482.14,575,6.0,1,35.6,0.456,1,20604.53,12,1,54.1,0
C002826,Mid-Market,North America,Starter,Referral,24,57.22,256,20.0,0,19.9,0.68,1,405.19,6,0,73.2,0
C002827,SMB,North America,Starter,Organic,21,49.93,943,14.0,2,30.7,0.405,0,877.73,17,2,59.7,0
C002828,Startup,North America,Free,Partner,4,0.0,111,10.0,1,55.2,0.498,1,18.61,4,1,60.9,0
C002829,SMB,North America,Pro,Referral,12,158.02,565,12.0,1,18.3,0.651,1,2889.19,17,2,63.6,0
C002830,Mid-Market,APAC,Starter,Referral,74,48.35,1279,6.0,2,59.4,0.784,0,1440.65,28,4,66.8,0
C002831,SMB,North America,Business,Organic,8,355.8,141,18.0,1,90.0,0.607,0,336.27,1,1,76.8,0
C002832,SMB,APAC,Pro,Organic,13,151.79,323,27.0,3,50.1,0.257,1,657.34,4,4,65.3,0
C002833,Mid-Market,Europe,Free,Paid Search,76,0.0,1031,16.0,3,32.9,0.527,0,92.28,15,3,63.9,0
C002834,Mid-Market,North America,Pro,Organic,55,174.78,680,7.0,2,63.9,0.022,0,2479.93,15,3,45.3,0
C002835,Mid-Market,North America,Starter,Organic,72,49.35,906,8.2,1,7.3,0.332,0,727.56,15,3,51.5,1
C002836,SMB,LATAM,Free,Partner,10,0.0,683,12.0,3,73.0,0.279,0,82.02,12,3,56.9,0
C002837,SMB,Europe,Pro,Paid Search,23,169.3,80,25.0,1,16.2,0.514,0,137.06,1,1,72.9,0
C002838,SMB,LATAM,Starter,Organic,23,59.77,175,7.0,0,89.2,0.12,0,236.32,4,0,53.8,0
C002839,Startup,North America,Business,Partner,4,463.93,1152,14.0,0,17.1,0.233,0,12512.41,28,0,56.2,0
C002840,Mid-Market,APAC,Pro,Organic,28,150.14,71,13.0,1,51.5,0.271,0,399.22,3,1,58.4,0
C002841,Mid-Market,APAC,Starter,Paid Search,79,51.9,834,24.0,0,-4.0,0.198,0,897.76,17,1,62.0,0
C002842,Enterprise,LATAM,Enterprise,Referral,246,1503.22,453,3.0,0,29.7,0.399,0,9907.75,7,0,52.6,0
C002843,Startup,North America,Pro,Sales,4,156.72,368,17.0,0,8.0,0.311,1,1312.66,8,1,58.3,0
C002844,SMB,LATAM,Starter,Organic,23,44.47,770,22.0,0,-1.0,0.421,0,508.75,11,0,67.2,0
C002845,Mid-Market,North America,Pro,Referral,19,168.18,807,10.0,2,65.1,0.356,0,2095.59,14,3,58.1,0
C002846,Enterprise,APAC,Enterprise,Sales,282,1320.8,808,14.0,1,4.3,0.524,0,32194.41,22,2,62.2,0
C002847,SMB,Europe,Starter,Partner,16,55.82,227,1.9,0,16.6,0.215,0,148.1,3,0,44.8,1
C002848,SMB,Europe,Starter,Sales,5,57.06,908,4.1,3,13.7,0.515,1,729.35,12,3,49.0,1
C002849,SMB,North America,Pro,Organic,11,150.34,1060,26.0,1,63.5,0.311,1,2548.34,16,1,70.4,0
C002850,Mid-Market,APAC,Starter,Organic,15,51.17,943,10.0,0,60.4,0.707,0,904.61,17,1,71.2,0
C002851,Startup,North America,Starter,Referral,2,49.17,1182,5.0,1,66.8,0.215,2,1127.21,23,2,47.1,0
C002852,SMB,Europe,Pro,Paid Search,16,152.06,901,4.7,1,15.3,0.311,1,2100.67,13,2,46.6,1
C002853,SMB,Europe,Business,Paid Search,16,419.46,1297,13.0,2,68.7,0.393,0,8985.91,22,5,62.3,0
C002854,SMB,APAC,Business,Organic,20,438.74,1332,21.0,1,15.1,0.821,1,14479.39,33,1,76.4,0
C002855,Startup,Europe,Free,Organic,3,0.0,425,1.0,4,16.1,0.461,1,39.05,7,4,43.3,0
C002856,Startup,APAC,Starter,Organic,4,56.15,1350,25.0,2,17.5,0.792,0,2523.47,45,2,79.8,0
C002857,SMB,Europe,Free,Organic,4,0.0,648,19.0,2,18.4,0.574,0,143.42,19,2,68.0,0
C002858,SMB,Europe,Starter,Sales,22,47.15,345,23.0,0,32.7,0.454,1,233.91,6,1,70.4,0
C002859,Mid-Market,Europe,Pro,Organic,18,139.75,424,11.0,0,14.0,0.292,0,1111.62,9,0,55.0,0
C002860,Startup,APAC,Starter,Referral,3,53.5,823,12.0,2,40.8,0.348,0,760.65,15,2,57.2,0
C002861,SMB,APAC,Business,Organic,16,478.81,1184,9.0,1,-30.2,0.483,0,13524.710000000001,26,2,53.0,0
C002862,Enterprise,Europe,Pro,Paid Search,213,147.6,130,23.0,0,40.7,0.416,0,140.74,1,0,72.1,0
C002863,Mid-Market,North America,Pro,Sales,59,176.72,266,1.0,0,7.8,0.39,0,1198.89,7,0,48.4,0
C002864,Startup,Europe,Business,Organic,1,459.17,585,14.0,0,18.3,0.601,0,4342.06,10,1,67.4,0
C002865,Startup,North America,Pro,Organic,6,169.64,1336,7.0,3,18.9,0.432,0,5315.16,30,4,51.6,0
C002866,Startup,North America,Business,Referral,3,416.22,1410,17.0,2,58.6,0.203,1,12088.65,29,2,57.1,0
C002867,SMB,APAC,Business,Organic,7,468.18,1010,26.0,2,47.6,0.28,3,5000.2,11,2,62.4,0
C002868,SMB,Europe,Pro,Organic,4,131.31,1235,18.0,1,30.9,0.463,1,2857.17,22,3,64.6,0
C002869,Startup,Europe,Starter,Sales,1,55.08,230,0.6,0,17.1,0.12,0,205.61999999999998,4,1,40.8,1
C002870,Mid-Market,LATAM,Starter,Paid Search,66,56.2,1166,11.0,0,54.6,0.603,1,1133.77,21,2,66.4,0
C002871,Mid-Market,North America,Business,Partner,51,416.26,1056,0.0,0,79.9,0.106,0,8229.53,19,1,46.2,0
C002872,Startup,North America,Free,Organic,4,0.0,65,13.0,1,34.3,0.562,0,0.0,1,1,65.4,0
C002873,Enterprise,North America,Enterprise,Organic,403,1439.78,290,4.0,3,-5.0,0.19,0,8112.06,5,3,39.3,0
C002874,SMB,North America,Starter,Paid Search,13,56.17,1148,19.0,0,17.4,0.702,1,1433.25,25,1,72.8,0
C002875,SMB,APAC,Business,Partner,17,394.85,912,14.0,1,49.0,0.584,1,9034.37,23,1,66.4,0
C002876,SMB,APAC,Starter,Organic,3,51.5,723,8.0,1,23.9,0.228,1,766.23,15,1,47.9,0
C002877,Mid-Market,Europe,Enterprise,Sales,74,1248.42,511,24.0,1,13.5,0.676,0,11063.52,9,2,76.6,0
C002878,SMB,North America,Free,Referral,17,0.0,122,20.0,0,12.4,0.663,0,41.06,4,2,74.0,0
C002879,Mid-Market,Europe,Starter,Partner,55,56.76,215,17.0,3,37.3,0.884,0,216.11,4,4,75.9,0
C002880,Startup,North America,Business,Paid Search,7,433.89,63,9.0,1,-3.3,0.284,1,594.53,1,1,47.7,0
C002881,Mid-Market,APAC,Starter,Partner,38,58.57,1402,7.0,1,34.1,0.413,0,1786.08,29,1,55.6,0
C002882,SMB,Europe,Starter,Referral,12,45.77,1123,16.0,1,37.2,0.505,0,999.16,21,2,66.7,0
C002883,SMB,North America,Business,Organic,19,429.54,655,22.0,3,23.8,0.12,0,6966.15,17,3,56.1,0
C002884,Mid-Market,APAC,Business,Referral,63,436.93,1390,23.0,2,8.9,0.531,0,13740.119999999999,31,2,69.4,0
C002885,Mid-Market,APAC,Free,Paid Search,46,0.0,952,13.4,1,60.5,0.352,3,139.78,19,1,56.1,1
C002886,SMB,North America,Pro,Sales,24,157.82,1241,0.0,1,1.7,0.707,1,2816.35,19,1,52.9,0
C002887,Enterprise,Europe,Starter,Sales,469,50.97,126,27.0,1,39.3,0.472,0,64.47,1,1,75.7,0
C002888,Mid-Market,Europe,Starter,Organic,79,49.36,1370,6.0,1,53.2,0.168,2,1460.34,31,1,45.2,0
C002889,SMB,North America,Pro,Paid Search,9,148.14,1248,0.0,1,39.0,0.542,0,3251.49,22,2,53.7,0
C002890,Startup,North America,Free,Paid Search,5,0.0,1181,15.0,1,65.8,0.106,0,120.49,23,1,56.7,0
C002891,SMB,APAC,Pro,Paid Search,10,164.82,1248,12.0,1,6.6,0.368,0,5574.62,33,1,55.9,0
C002892,Mid-Market,LATAM,Starter,Referral,62,51.79,647,2.0,1,15.2,0.283,1,578.11,10,1,43.3,0
C002893,Startup,Europe,Business,Organic,3,375.62,939,6.0,1,23.5,0.458,0,5265.26,15,1,54.9,0
C002894,SMB,Europe,Pro,Partner,6,137.9,156,5.0,1,100.0,0.233,0,361.66,3,2,55.0,0
C002895,SMB,Europe,Starter,Sales,16,54.95,1088,12.0,1,47.7,0.776,1,1386.02,25,1,70.3,0
C002896,SMB,Europe,Enterprise,Sales,22,1126.59,692,20.0,1,52.4,0.136,0,23401.61,20,1,60.7,0
C002897,Mid-Market,North America,Business,Organic,76,407.23,517,19.0,2,51.3,0.379,0,3681.86,10,2,65.5,0
C002898,Mid-Market,North America,Starter,Sales,55,48.38,565,0.0,0,37.0,0.453,0,720.07,14,1,52.3,0
C002899,SMB,LATAM,Enterprise,Organic,16,1109.85,322,1.6,0,61.2,0.515,0,11541.24,10,0,58.0,1
C002900,Enterprise,APAC,Starter,Paid Search,412,61.24,1172,17.0,4,-11.8,0.347,0,2189.96,35,5,53.4,0
C002901,SMB,LATAM,Starter,Organic,19,45.26,735,22.0,3,41.9,0.611,0,705.58,15,3,72.7,0
C002902,Mid-Market,North America,Starter,Partner,32,48.29,316,0.0,0,45.7,0.384,0,318.09,7,1,51.1,0
C002903,Mid-Market,Europe,Starter,Organic,17,46.71,226,9.0,2,60.5,0.634,2,305.11,6,3,61.1,0
C002904,Mid-Market,Europe,Pro,Organic,17,174.3,577,3.0,1,6.1,0.814,0,2611.43,13,3,61.2,0
C002905,SMB,North America,Pro,Paid Search,11,174.95,528,13.0,1,7.9,0.658,0,3148.49,17,3,65.6,0
C002906,SMB,North America,Business,Sales,3,416.71,225,10.0,4,9.5,0.345,0,1330.3200000000002,4,4,49.2,0
C002907,Mid-Market,APAC,Starter,Partner,49,56.02,567,1.4,0,48.1,0.175,0,918.7,16,1,46.3,1
C002908,Mid-Market,Europe,Starter,Referral,57,58.44,104,27.0,0,48.4,0.936,0,151.66,2,1,92.0,0
C002909,Mid-Market,Europe,Starter,Partner,55,49.9,1278,21.0,1,11.3,0.552,0,1334.12,29,1,69.9,0
C002910,Startup,North America,Free,Paid Search,6,0.0,963,15.0,0,82.9,0.258,1,53.01,21,0,62.4,0
C002911,Mid-Market,Europe,Enterprise,Organic,68,1109.27,1300,21.0,2,42.2,0.603,1,31839.66,31,3,71.1,0
C002912,SMB,North America,Pro,Organic,13,145.06,1331,8.0,3,38.1,0.874,0,4483.47,30,4,67.7,0
C002913,Mid-Market,North America,Business,Paid Search,60,434.85,786,26.0,3,29.8,0.518,0,10040.23,23,3,72.2,0
C002914,Mid-Market,Europe,Business,Sales,53,409.45,1137,11.0,1,58.3,0.322,0,13254.66,32,2,58.8,0
C002915,SMB,North America,Starter,Organic,3,44.96,878,3.4,0,44.7,0.28,0,692.3,15,0,50.9,1
C002916,SMB,LATAM,Free,Partner,10,0.0,834,15.0,1,82.2,0.728,0,78.13,15,1,77.0,0
C002917,Enterprise,Europe,Starter,Referral,195,59.87,573,16.0,2,4.7,0.207,0,713.43,13,2,53.0,0
C002918,Startup,North America,Business,Sales,6,445.8,108,17.0,3,-3.6,0.312,1,1314.42,3,3,52.7,0
C002919,Mid-Market,North America,Starter,Organic,52,57.43,246,23.0,1,16.5,0.689,0,387.83,7,1,76.4,0
C002920,Mid-Market,APAC,Free,Sales,29,0.0,920,7.0,1,48.8,0.51,1,149.95,28,1,57.9,0
C002921,Mid-Market,North America,Pro,Partner,66,145.76,995,19.0,0,24.3,0.712,1,3245.4,23,1,73.8,0
C002922,SMB,North America,Starter,Paid Search,24,55.85,358,1.6,1,66.8,0.415,1,176.76999999999998,3,2,52.1,1
C002923,SMB,Europe,Pro,Referral,11,159.05,1284,6.0,3,25.2,0.707,1,3794.86,23,3,57.6,0
C002924,Enterprise,North America,Free,Organic,463,0.0,688,13.0,3,62.0,0.33,0,72.5,12,4,58.2,0
C002925,Startup,Europe,Pro,Referral,6,133.92,856,14.0,1,14.2,0.434,1,1909.25,15,2,58.4,0
C002926,SMB,Europe,Starter,Partner,24,47.76,1199,18.0,5,64.6,0.459,0,884.22,19,5,63.8,0
C002927,Startup,North America,Business,Referral,3,445.49,579,3.0,2,69.2,0.426,0,2627.34,7,2,54.4,0
C002928,Startup,APAC,Pro,Referral,1,155.61,1002,22.0,1,20.9,0.588,1,2841.47,18,1,70.9,0
C002929,Startup,Europe,Free,Partner,7,0.0,1195,15.0,3,47.2,0.593,0,172.79,30,3,66.4,0
C002930,SMB,Europe,Business,Organic,23,486.39,526,16.0,1,41.7,0.329,0,7713.64,15,1,61.8,0
C002931,Mid-Market,North America,Business,Organic,27,425.04,1211,20.0,2,47.9,0.833,0,10041.1,24,2,79.6,0
C002932,SMB,Europe,Pro,Referral,19,156.03,498,19.0,2,67.1,0.628,0,1899.79,12,2,74.5,0
C002933,SMB,North America,Enterprise,Partner,13,1249.12,1229,12.0,0,59.3,0.417,0,34306.18,26,1,64.2,0
C002934,SMB,Europe,Business,Sales,12,395.75,839,13.0,1,47.9,0.765,0,6419.64,15,1,72.8,0
C002935,SMB,North America,Starter,Paid Search,6,46.61,305,3.3,1,51.6,0.864,1,39.06,1,1,65.5,1
C002936,Enterprise,LATAM,Starter,Paid Search,91,46.56,1134,15.0,1,3.3,0.221,0,1149.83,25,1,53.9,0
C002937,Startup,North America,Starter,Referral,6,48.05,363,5.0,2,34.0,0.745,0,555.48,12,2,62.2,0
C002938,Mid-Market,LATAM,Pro,Referral,79,143.45,428,17.0,2,7.5,0.088,2,1659.15,11,3,46.6,0
C002939,Startup,LATAM,Enterprise,Paid Search,5,1112.13,170,4.4,2,34.5,0.391,0,1760.52,2,3,51.1,1
C002940,Mid-Market,Europe,Pro,Organic,44,164.23,1219,6.0,1,62.9,0.447,0,4293.2,28,2,58.6,0
C002941,Mid-Market,North America,Starter,Sales,57,48.58,438,13.0,2,34.8,0.723,0,637.67,13,3,68.8,0
C002942,Startup,North America,Enterprise,Referral,4,1115.02,121,26.0,1,-27.6,0.129,0,2369.7799999999997,2,2,57.8,0
C002943,Startup,LATAM,Pro,Paid Search,1,152.27,369,15.0,0,8.8,0.398,0,417.35,3,1,61.2,0
C002944,SMB,Europe,Starter,Paid Search,4,43.13,1192,9.0,0,49.5,0.755,0,844.9,22,0,70.6,0
C002945,Startup,Europe,Enterprise,Organic,2,1253.91,285,12.0,2,21.5,0.435,2,2329.09,2,3,53.9,0
C002946,Mid-Market,North America,Starter,Paid Search,32,50.62,1307,16.0,0,54.6,0.11,1,1096.75,22,0,56.0,0
C002947,Startup,APAC,Pro,Organic,7,145.27,618,2.1,2,4.8,0.405,1,912.61,6,2,44.5,1
C002948,Mid-Market,North America,Pro,Organic,53,139.81,749,15.0,1,44.5,0.713,0,1574.99,12,1,72.7,0
C002949,SMB,North America,Enterprise,Referral,8,1154.88,701,0.0,0,45.8,0.431,0,16622.53,14,0,52.5,0
C002950,SMB,North America,Starter,Paid Search,8,55.11,718,23.0,0,54.7,0.433,0,572.3,10,1,74.0,0
C002951,Enterprise,Europe,Starter,Referral,89,52.16,1415,17.0,1,18.6,0.624,0,1282.06,24,1,69.3,0
C002952,SMB,APAC,Pro,Paid Search,23,165.25,734,3.0,2,54.5,0.76,0,2649.69,16,3,62.9,0
C002953,SMB,APAC,Business,Organic,9,460.71,121,13.0,4,72.7,0.263,0,2042.32,4,4,55.8,0
C002954,Mid-Market,North America,Free,Paid Search,22,0.0,836,24.0,1,-21.8,0.297,0,98.27,17,1,61.7,0
C002955,Startup,North America,Starter,Organic,7,55.79,1065,27.0,0,36.3,0.214,1,1290.26,23,1,67.2,0
C002956,SMB,APAC,Enterprise,Partner,15,1129.94,38,3.0,2,-10.2,0.534,0,1366.78,1,3,49.7,0
C002957,Mid-Market,Europe,Business,Sales,67,458.53,1319,7.0,1,13.5,0.296,0,12397.4,28,1,50.0,0
C002958,SMB,North America,Starter,Referral,15,46.79,765,2.3,1,15.5,0.06,1,215.51,5,1,36.9,1
C002959,Mid-Market,North America,Starter,Referral,25,54.45,727,10.0,1,33.3,0.065,0,850.2,16,1,47.7,0
C002960,Enterprise,Europe,Pro,Referral,444,163.74,777,24.0,2,44.4,0.762,0,3105.75,18,2,80.7,0
C002961,SMB,LATAM,Pro,Referral,10,176.56,142,19.0,2,57.6,0.405,0,593.72,3,3,66.9,0
C002962,Enterprise,Europe,Pro,Partner,290,159.95,857,7.0,2,41.6,0.245,2,2108.27,12,3,45.8,0
C002963,Enterprise,North America,Business,Referral,244,484.62,69,9.0,1,51.8,0.389,1,1096.08,2,2,56.4,0
C002964,SMB,APAC,Free,Paid Search,13,0.0,1365,17.0,0,8.0,0.563,1,193.77,34,0,65.9,0
C002965,Enterprise,North America,Business,Organic,231,379.43,411,16.0,1,61.4,0.312,0,2469.89,8,1,63.3,0
C002966,Startup,APAC,Free,Referral,4,0.0,613,12.0,1,-47.4,0.612,1,0.0,6,2,55.8,0
C002967,SMB,North America,Business,Referral,3,435.56,1117,11.0,0,73.2,0.565,0,11125.27,27,0,69.1,0
C002968,Mid-Market,North America,Free,Organic,59,0.0,1135,26.0,2,68.7,0.508,0,70.42,26,2,77.3,0
C002969,SMB,Europe,Free,Sales,7,0.0,431,14.0,0,53.8,0.366,0,76.28,12,0,63.9,0
C002970,Enterprise,North America,Starter,Organic,429,61.49,549,21.0,1,90.7,0.283,0,720.85,11,2,69.8,0
C002971,SMB,North America,Starter,Referral,5,49.76,587,26.0,0,-10.1,0.334,0,718.96,14,1,67.2,0
C002972,Enterprise,Europe,Starter,Sales,224,55.43,1388,9.0,1,54.5,0.505,1,1304.13,24,2,60.1,0
C002973,Startup,APAC,Pro,Paid Search,1,133.54,606,21.0,3,38.4,0.852,0,1396.79,11,4,78.6,0
C002974,Mid-Market,APAC,Business,Sales,33,376.86,57,22.0,1,41.1,0.553,0,553.31,2,1,73.8,0
C002975,SMB,North America,Pro,Referral,18,169.85,1436,6.0,0,5.9,0.41,1,5100.42,29,0,51.2,0
C002976,Mid-Market,North America,Pro,Referral,27,150.0,790,6.0,1,44.9,0.601,0,2328.06,15,2,61.4,0
C002977,Mid-Market,Europe,Starter,Sales,38,56.28,754,4.0,1,43.7,0.516,0,588.47,10,2,56.9,0
C002978,SMB,Europe,Business,Partner,22,373.18,178,17.0,0,17.8,0.219,0,1033.16,2,0,58.5,0
C002979,SMB,North America,Free,Paid Search,20,0.0,1056,21.0,0,33.3,0.269,0,164.28,27,0,65.2,0
C002980,Startup,APAC,Starter,Partner,2,48.81,780,4.8,1,2.1,0.073,0,863.36,16,1,40.2,1
C002981,Enterprise,LATAM,Free,Paid Search,187,0.0,435,4.8,2,25.1,0.628,1,66.4,7,2,55.6,1
C002982,Enterprise,North America,Starter,Paid Search,179,61.64,1374,19.0,1,59.0,0.299,0,1642.93,29,1,65.3,0
C002983,Mid-Market,APAC,Pro,Organic,15,135.12,315,0.0,1,59.5,0.404,1,563.81,4,2,49.6,0
C002984,Mid-Market,Europe,Free,Paid Search,66,0.0,285,5.7,1,54.2,0.296,1,26.39,4,1,50.9,1
C002985,Startup,North America,Free,Referral,6,0.0,431,13.0,1,59.0,0.376,0,41.489999999999995,8,1,62.3,0
C002986,Startup,Europe,Business,Sales,5,394.5,534,23.0,0,59.3,0.437,0,5578.08,15,0,74.6,0
C002987,Startup,North America,Free,Sales,4,0.0,391,27.0,0,18.9,0.48,1,24.880000000000003,7,1,73.4,0
C002988,Mid-Market,North America,Pro,Organic,66,175.54,343,15.0,2,43.5,0.373,1,907.3,6,2,58.9,0
C002989,SMB,LATAM,Starter,Partner,6,47.71,169,3.7,2,62.2,0.448,1,257.14,5,3,53.0,1
C002990,SMB,Europe,Business,Partner,20,461.29,848,25.0,2,0.5,0.252,1,11354.87,23,2,59.9,0
C002991,Mid-Market,North America,Pro,Organic,38,182.43,808,9.0,0,0.4,0.099,0,3634.37,19,0,46.0,0
C002992,SMB,Europe,Free,Partner,13,0.0,548,4.0,1,-1.0,0.457,1,60.900000000000006,8,1,48.7,0
C002993,Mid-Market,LATAM,Business,Paid Search,19,384.16,1184,14.0,1,-9.6,0.317,0,8170.6900000000005,22,1,54.6,0
C002994,Mid-Market,Europe,Starter,Sales,76,59.9,236,4.5,3,8.7,0.234,3,296.84999999999997,5,3,36.4,1
C002995,Startup,LATAM,Starter,Organic,5,43.46,359,17.0,2,21.9,0.354,0,365.21,8,2,60.0,0
C002996,Mid-Market,APAC,Pro,Referral,57,143.39,558,21.0,1,72.8,0.221,0,1507.39,11,1,66.2,0
C002997,Startup,North America,Pro,Sales,2,147.15,1029,14.0,2,24.1,0.462,0,3351.57,23,3,60.8,0
C002998,Mid-Market,APAC,Starter,Referral,66,56.04,963,8.0,1,-2.9,0.551,0,891.6700000000001,16,1,56.9,0
C002999,Enterprise,Europe,Starter,Organic,372,61.87,838,15.0,2,39.2,0.641,1,928.9,15,2,66.5,0
C003000,Mid-Market,APAC,Starter,Organic,75,53.83,513,12.0,1,30.3,0.581,0,668.97,12,3,64.7,0
C003001,Mid-Market,North America,Pro,Sales,77,175.71,348,5.0,0,15.4,0.343,1,1797.6000000000001,10,0,49.3,0
C003002,SMB,North America,Enterprise,Organic,4,1153.12,500,21.0,1,20.3,0.399,0,13639.09,11,1,66.2,0
C003003,Enterprise,North America,Starter,Organic,309,57.7,131,9.0,0,61.7,0.244,0,498.07,8,0,56.5,0
C003004,SMB,Europe,Enterprise,Sales,18,1176.51,87,15.0,0,-0.2,0.358,0,1608.94,2,1,59.1,0
C003005,Startup,APAC,Starter,Referral,2,55.49,452,25.0,1,-6.6,0.464,0,627.86,11,2,69.1,0
C003006,Mid-Market,APAC,Business,Referral,46,411.48,930,5.0,1,46.7,0.585,0,8301.07,19,1,60.2,0
C003007,Mid-Market,Europe,Enterprise,Organic,29,1368.94,604,3.9,1,19.7,0.327,0,7570.6900000000005,6,1,48.8,1
C003008,SMB,North America,Pro,Paid Search,12,151.32,853,4.0,4,73.8,0.65,0,2330.26,17,4,59.5,0
C003009,SMB,North America,Free,Referral,9,0.0,561,2.9,0,31.1,0.192,1,24.38,6,1,44.5,1
C003010,SMB,APAC,Starter,Paid Search,21,54.08,299,8.0,1,32.5,0.572,0,238.07999999999998,5,1,61.1,0
C003011,Enterprise,Europe,Free,Organic,493,0.0,932,25.0,1,54.7,0.36,1,61.21,16,2,70.1,0
C003012,SMB,APAC,Pro,Organic,9,146.44,737,5.3,1,-6.8,0.508,3,889.03,6,2,46.8,1
C003013,SMB,North America,Enterprise,Partner,15,1175.18,1395,8.6,2,43.4,0.155,0,15602.5,13,2,48.7,1
C003014,Mid-Market,Europe,Starter,Organic,40,51.64,407,3.0,0,25.9,0.655,0,401.0,8,1,59.9,0
C003015,Enterprise,LATAM,Starter,Referral,82,46.11,760,12.0,0,60.7,0.761,0,1238.63,28,0,74.6,0
C003016,Startup,North America,Starter,Organic,3,57.79,803,23.0,1,18.8,0.586,0,700.03,13,1,73.5,0
C003017,Mid-Market,North America,Pro,Organic,29,149.12,699,7.8,4,39.4,0.546,2,1918.57,13,5,52.3,1
C003018,Mid-Market,Europe,Pro,Sales,44,157.28,1152,7.0,2,26.0,0.187,0,3863.6,25,2,46.5,0
C003019,Mid-Market,Europe,Starter,Sales,23,48.58,605,27.0,2,45.3,0.667,0,687.6,14,3,80.6,0
C003020,SMB,LATAM,Business,Partner,24,410.75,395,22.0,1,28.7,0.142,1,2330.17,6,1,58.3,0
C003021,SMB,LATAM,Free,Sales,7,0.0,960,11.0,0,41.6,0.252,0,121.04,24,0,56.5,0
C003022,Mid-Market,APAC,Pro,Organic,65,170.91,1273,27.0,0,78.8,0.462,2,5563.09,31,0,76.8,0
C003023,SMB,North America,Starter,Paid Search,8,51.12,907,5.0,1,27.9,0.514,0,1037.42,21,1,56.2,0
C003024,SMB,Europe,Free,Organic,15,0.0,1177,9.0,0,45.1,0.698,0,136.13,25,0,68.5,0
C003025,Mid-Market,APAC,Pro,Paid Search,45,160.22,926,26.0,1,92.2,0.307,1,2071.12,12,2,73.1,0
C003026,Startup,Europe,Pro,Referral,2,138.78,564,27.0,1,44.7,0.158,0,1734.6100000000001,15,1,66.8,0
C003027,Mid-Market,LATAM,Starter,Referral,18,48.7,1298,23.0,0,-25.9,0.319,0,1730.47,37,1,62.5,0
C003028,Mid-Market,Europe,Business,Organic,33,425.65,392,1.2,0,18.3,0.425,1,1824.88,4,0,48.7,1
C003029,Startup,North America,Pro,Paid Search,2,163.1,1139,6.0,0,4.9,0.175,0,3459.69,21,1,46.1,0
C003030,Startup,Europe,Starter,Sales,6,44.09,181,18.0,2,58.0,0.601,0,237.37,5,2,71.9,0
C003031,Mid-Market,APAC,Enterprise,Partner,64,1249.43,413,1.0,0,32.7,0.263,0,8973.56,8,1,47.1,0
C003032,Startup,North America,Enterprise,Organic,2,1090.64,1071,27.0,0,61.6,0.591,0,20346.18,20,0,83.0,0
C003033,SMB,North America,Free,Paid Search,15,0.0,655,26.0,1,50.3,0.886,1,6.74,10,2,86.3,0
C003034,Mid-Market,APAC,Enterprise,Paid Search,30,1173.98,1302,22.0,2,50.2,0.529,0,28733.08,24,2,72.5,0
C003035,Startup,North America,Business,Paid Search,3,391.51,1318,27.0,2,4.4,0.591,1,8984.31,23,3,72.3,0
C003036,SMB,North America,Free,Paid Search,10,0.0,93,2.1,1,47.6,0.281,0,29.099999999999998,5,2,48.6,1
C003037,Mid-Market,APAC,Pro,Paid Search,24,154.94,313,24.0,0,69.2,0.414,0,568.84,3,1,75.8,0
C003038,SMB,APAC,Free,Paid Search,8,0.0,1240,2.9,1,-1.2,0.398,0,40.980000000000004,14,1,47.9,1
C003039,Mid-Market,Europe,Pro,Paid Search,30,140.53,1056,3.0,0,27.1,0.829,0,3795.9,27,1,65.3,0
C003040,Enterprise,LATAM,Enterprise,Organic,85,1427.91,1178,7.0,2,43.9,0.514,0,41264.54,31,2,58.1,0
C003041,Startup,LATAM,Starter,Organic,2,50.77,895,21.0,1,37.5,0.304,0,935.98,19,3,65.1,0
C003042,SMB,Europe,Pro,Paid Search,14,158.79,1044,26.0,1,70.9,0.137,0,2660.36,17,2,67.9,0
C003043,SMB,North America,Starter,Sales,16,48.37,991,17.0,2,53.2,0.647,0,1008.3199999999999,22,3,71.9,0
C003044,SMB,APAC,Pro,Referral,20,134.61,703,6.0,0,45.2,0.353,0,1751.1200000000001,13,1,55.5,0
C003045,SMB,North America,Business,Organic,17,435.86,1190,16.0,1,55.4,0.495,0,11222.78,26,2,68.2,0
C003046,Mid-Market,APAC,Starter,Paid Search,27,51.91,198,14.0,3,54.1,0.756,2,255.09,5,3,67.1,0
C003047,Startup,Europe,Pro,Partner,7,150.5,420,14.0,2,36.0,0.362,0,698.59,4,3,59.0,0
C003048,SMB,North America,Starter,Paid Search,11,52.12,373,6.1,1,26.1,0.529,0,155.32,3,1,57.4,1
C003049,SMB,Europe,Business,Partner,14,446.87,1218,3.0,0,59.8,0.559,2,8120.57,18,1,56.4,0
C003050,SMB,Europe,Pro,Sales,14,159.28,448,10.0,1,16.4,0.16,0,1750.1599999999999,11,2,48.9,0
