event_id,customer_id,opened_at,resolved_at,sla_due_at,status,reason,category,priority,channel,csat,resolved_hours,within_sla,created_at
E00003382,C001982,2025-09-02 04:29:00,2025-09-04 02:26:48,2025-09-05 04:29:00,resolved,Bug,Bug,low,chat,4,46.0,True,2025-09-02
E00003383,C001983,2023-04-22 03:11:00,2023-04-23 18:52:17,2023-04-23 03:11:00,resolved,Feature Request,Feature Request,high,chat,2,39.7,False,2023-04-22
E00003384,C001983,2025-10-20 18:40:00,2025-10-28 17:20:36,2025-10-23 18:40:00,resolved,Billing,Billing,low,chat,4,190.7,False,2025-10-20
E00003385,C001984,2025-08-07 06:29:00,2025-08-07 10:33:53,2025-08-08 06:29:00,resolved,How-to,How-to,high,email,4,4.1,True,2025-08-07
E00003386,C001984,2025-06-08 08:41:00,,2025-06-11 08:41:00,pending,Feature Request,Feature Request,low,chat,,,,2025-06-08
E00003387,C001984,2025-06-25 03:18:00,2025-06-26 00:15:24,2025-06-27 03:18:00,resolved,Bug,Bug,medium,chat,4,21.0,True,2025-06-25
E00003388,C001984,2025-11-10 13:07:00,2025-11-14 02:56:16,2025-11-13 13:07:00,resolved,Billing,Billing,low,email,3,85.8,False,2025-11-10
E00003389,C001984,2025-04-01 23:29:00,2025-04-02 16:51:20,2025-04-02 07:29:00,resolved,Feature Request,Feature Request,critical,phone,2,17.4,False,2025-04-01
E00003390,C001984,2025-05-10 22:17:00,2025-05-12 10:35:24,2025-05-13 22:17:00,resolved,Outage,Outage,low,chat,4,36.3,True,2025-05-10
E00003391,C001985,2025-11-16 17:08:00,2025-11-18 04:49:36,2025-11-18 17:08:00,resolved,Billing,Billing,medium,chat,4,35.7,True,2025-11-16
E00003392,C001985,2025-11-04 11:57:00,,2025-11-06 11:57:00,pending,How-to,How-to,medium,email,,,,2025-11-04
E00003393,C001985,2025-10-28 05:39:00,,2025-10-30 05:39:00,escalated,Billing,Billing,medium,chat,,,,2025-10-28
E00003394,C001986,2025-07-04 18:51:00,2025-07-04 20:57:38,2025-07-06 18:51:00,resolved,How-to,How-to,medium,phone,5,2.1,True,2025-07-04
E00003395,C001986,2025-05-02 06:11:00,2025-05-06 20:11:17,2025-05-05 06:11:00,resolved,Bug,Bug,low,chat,3,110.0,False,2025-05-02
E00003396,C001986,2025-08-04 22:38:00,2025-08-05 17:35:55,2025-08-05 22:38:00,resolved,Outage,Outage,high,phone,5,19.0,True,2025-08-04
E00003397,C001987,2025-06-28 07:15:00,2025-06-29 08:45:19,2025-07-01 07:15:00,resolved,Bug,Bug,low,email,4,25.5,True,2025-06-28
E00003398,C001988,2025-10-19 08:33:00,2025-10-20 00:32:40,2025-10-22 08:33:00,resolved,Feature Request,Feature Request,low,portal,5,16.0,True,2025-10-19
E00003399,C001988,2024-11-26 07:24:00,2024-11-28 02:38:21,2024-11-29 07:24:00,resolved,How-to,How-to,low,email,5,43.2,True,2024-11-26
E00003400,C001988,2024-06-28 06:34:00,2024-06-30 01:47:17,2024-06-30 06:34:00,resolved,Bug,Bug,medium,phone,4,43.2,True,2024-06-28
E00003401,C001988,2024-06-06 11:57:00,2024-06-08 19:06:04,2024-06-09 11:57:00,resolved,Billing,Billing,low,email,3,55.2,True,2024-06-06
E00003402,C001988,2023-02-08 12:44:00,2023-02-09 14:57:51,2023-02-09 12:44:00,resolved,How-to,How-to,high,email,2,26.2,False,2023-02-08
E00003403,C001989,2023-05-13 08:48:00,2023-05-15 09:53:17,2023-05-16 08:48:00,resolved,Feature Request,Feature Request,low,email,5,49.1,True,2023-05-13
E00003404,C001990,2025-12-24 23:17:00,2025-12-27 05:25:48,2025-12-27 23:17:00,resolved,Bug,Bug,low,chat,5,54.1,True,2025-12-24
E00003405,C001991,2025-12-31 00:00:00,2026-01-02 01:05:19,2026-01-03 00:00:00,resolved,How-to,How-to,low,phone,3,49.1,True,2025-12-31
E00003406,C001991,2024-09-29 18:09:00,2024-09-30 15:07:49,2024-09-30 18:09:00,resolved,Billing,Billing,high,email,5,21.0,True,2024-09-29
E00003407,C001992,2024-03-31 13:29:00,,2024-04-01 13:29:00,pending,Feature Request,Feature Request,high,email,,,,2024-03-31
E00003408,C001992,2024-08-20 21:07:00,2024-08-20 21:42:15,2024-08-23 21:07:00,resolved,Billing,Billing,low,email,5,0.6,True,2024-08-20
E00003409,C001993,2023-06-23 05:46:00,2023-06-25 02:33:15,2023-06-26 05:46:00,resolved,How-to,How-to,low,email,3,44.8,True,2023-06-23
E00003410,C001993,2024-06-11 18:50:00,2024-06-12 19:13:20,2024-06-13 18:50:00,resolved,Billing,Billing,medium,chat,4,24.4,True,2024-06-11
E00003411,C001994,2024-09-28 07:43:00,2024-09-28 15:12:40,2024-09-30 07:43:00,resolved,Billing,Billing,medium,phone,3,7.5,True,2024-09-28
E00003412,C001995,2025-10-26 14:31:00,2025-10-28 07:00:49,2025-10-28 14:31:00,resolved,How-to,How-to,medium,chat,5,40.5,True,2025-10-26
E00003413,C001995,2025-03-07 23:41:00,2025-03-09 09:28:52,2025-03-10 23:41:00,resolved,Billing,Billing,low,chat,4,33.8,True,2025-03-07
E00003414,C001996,2025-05-13 09:23:00,2025-05-14 15:53:34,2025-05-15 09:23:00,resolved,Feature Request,Feature Request,medium,chat,3,30.5,True,2025-05-13
E00003415,C001996,2025-07-06 10:49:00,2025-07-07 01:43:24,2025-07-08 10:49:00,resolved,How-to,How-to,medium,email,5,14.9,True,2025-07-06
E00003416,C001997,2024-06-15 10:10:00,2024-06-17 07:37:34,2024-06-17 10:10:00,resolved,Feature Request,Feature Request,medium,phone,5,45.5,True,2024-06-15
E00003417,C001997,2024-09-17 03:22:00,2024-09-17 17:44:56,2024-09-19 03:22:00,resolved,Feature Request,Feature Request,medium,chat,5,14.4,True,2024-09-17
E00003418,C001997,2024-06-22 11:44:00,2024-06-23 09:38:37,2024-06-24 11:44:00,resolved,Billing,Billing,medium,chat,5,21.9,True,2024-06-22
E00003419,C001999,2024-05-31 01:30:00,,2024-06-03 01:30:00,pending,Feature Request,Feature Request,low,chat,,,,2024-05-31
E00003420,C001999,2023-12-16 17:02:00,2023-12-17 05:42:53,2023-12-18 17:02:00,resolved,Billing,Billing,medium,chat,5,12.7,True,2023-12-16
E00003421,C001999,2024-05-06 06:01:00,2024-05-10 15:30:32,2024-05-08 06:01:00,closed_unresolved,How-to,How-to,medium,email,1,105.5,False,2024-05-06
E00003422,C002000,2024-09-05 05:19:00,2024-09-06 04:53:40,2024-09-07 05:19:00,resolved,How-to,How-to,medium,chat,5,23.6,True,2024-09-05
E00003423,C002000,2025-12-15 19:40:00,2025-12-16 07:39:17,2025-12-16 19:40:00,resolved,Bug,Bug,high,chat,5,12.0,True,2025-12-15
E00003424,C002000,2023-09-07 01:31:00,2023-09-10 01:08:02,2023-09-08 01:31:00,resolved,Feature Request,Feature Request,high,portal,2,71.6,False,2023-09-07
E00003425,C002001,2025-12-21 20:09:00,2025-12-26 06:57:57,2025-12-23 20:09:00,resolved,Bug,Bug,medium,chat,1,106.8,False,2025-12-21
E00003426,C002001,2025-11-18 14:53:00,2025-11-21 05:36:53,2025-11-21 14:53:00,resolved,How-to,How-to,low,portal,3,62.7,True,2025-11-18
E00003427,C002002,2024-09-27 03:14:00,2024-09-27 18:28:50,2024-09-30 03:14:00,resolved,Billing,Billing,low,chat,5,15.2,True,2024-09-27
E00003428,C002003,2024-10-14 04:47:00,2024-10-14 08:59:06,2024-10-14 12:47:00,resolved,Bug,Bug,critical,chat,5,4.2,True,2024-10-14
E00003429,C002004,2024-02-08 14:17:00,2024-02-10 19:44:37,2024-02-11 14:17:00,resolved,Feature Request,Feature Request,low,chat,5,53.5,True,2024-02-08
E00003430,C002007,2025-08-31 09:26:00,2025-09-04 23:47:01,2025-09-02 09:26:00,resolved,How-to,How-to,medium,phone,3,110.4,False,2025-08-31
E00003431,C002007,2024-01-21 19:04:00,2024-01-22 18:37:19,2024-01-24 19:04:00,resolved,Bug,Bug,low,portal,4,23.6,True,2024-01-21
E00003432,C002008,2024-09-04 00:16:00,2024-09-08 10:43:31,2024-09-07 00:16:00,resolved,Billing,Billing,low,portal,2,106.5,False,2024-09-04
E00003433,C002008,2024-03-29 14:29:00,,2024-04-01 14:29:00,escalated,How-to,How-to,low,portal,,,,2024-03-29
E00003434,C002008,2023-12-06 02:36:00,2023-12-06 12:16:48,2023-12-07 02:36:00,resolved,Bug,Bug,high,email,4,9.7,True,2023-12-06
E00003435,C002008,2023-06-19 14:55:00,2023-06-19 20:32:53,2023-06-19 22:55:00,resolved,Bug,Bug,critical,phone,4,5.6,True,2023-06-19
E00003436,C002009,2025-03-19 05:00:00,2025-03-20 20:20:34,2025-03-21 05:00:00,resolved,Billing,Billing,medium,chat,4,39.3,True,2025-03-19
E00003437,C002009,2025-06-15 14:36:00,2025-06-16 10:57:35,2025-06-17 14:36:00,resolved,How-to,How-to,medium,chat,4,20.4,True,2025-06-15
E00003438,C002010,2025-03-13 07:56:00,,2025-03-15 07:56:00,escalated,Billing,Billing,medium,email,,,,2025-03-13
E00003439,C002010,2025-11-23 08:50:00,2025-11-23 22:20:16,2025-11-24 08:50:00,resolved,Outage,Outage,high,phone,4,13.5,True,2025-11-23
E00003440,C002010,2025-12-07 15:56:00,2025-12-08 06:25:35,2025-12-08 15:56:00,resolved,Outage,Outage,high,chat,3,14.5,True,2025-12-07
E00003441,C002011,2024-11-07 04:34:00,2024-11-08 01:33:35,2024-11-09 04:34:00,resolved,Bug,Bug,medium,chat,4,21.0,True,2024-11-07
E00003442,C002011,2024-01-30 19:19:00,2024-02-02 01:52:56,2024-02-02 19:19:00,resolved,Billing,Billing,low,email,4,54.6,True,2024-01-30
E00003443,C002012,2024-08-17 23:20:00,2024-08-18 10:29:56,2024-08-18 23:20:00,resolved,Billing,Billing,high,portal,5,11.2,True,2024-08-17
E00003444,C002012,2024-09-09 23:14:00,2024-09-10 11:36:41,2024-09-10 23:14:00,resolved,Billing,Billing,high,phone,5,12.4,True,2024-09-09
E00003445,C002012,2023-12-16 01:03:00,2023-12-17 06:02:32,2023-12-19 01:03:00,resolved,Bug,Bug,low,email,4,29.0,True,2023-12-16
E00003446,C002013,2023-02-01 12:23:00,2023-02-03 06:22:19,2023-02-04 12:23:00,resolved,Bug,Bug,low,email,4,42.0,True,2023-02-01
E00003447,C002014,2025-12-24 00:28:00,2025-12-24 23:34:08,2025-12-24 08:28:00,resolved,Billing,Billing,critical,email,4,23.1,False,2025-12-24
E00003448,C002014,2025-11-26 15:41:00,2025-11-27 17:05:25,2025-11-29 15:41:00,resolved,How-to,How-to,low,chat,4,25.4,True,2025-11-26
E00003449,C002014,2025-10-04 22:31:00,2025-10-06 21:03:06,2025-10-07 22:31:00,resolved,Outage,Outage,low,portal,4,46.5,True,2025-10-04
E00003450,C002015,2025-10-29 18:38:00,2025-10-30 07:46:01,2025-10-30 18:38:00,resolved,How-to,How-to,high,chat,4,13.1,True,2025-10-29
E00003451,C002017,2024-08-29 15:39:00,2024-08-31 11:27:04,2024-08-31 15:39:00,resolved,Feature Request,Feature Request,medium,email,3,43.8,True,2024-08-29
E00003452,C002017,2024-03-02 22:43:00,2024-03-03 14:44:28,2024-03-05 22:43:00,resolved,How-to,How-to,low,email,4,16.0,True,2024-03-02
E00003453,C002018,2025-01-28 12:35:00,,2025-01-28 20:35:00,pending,Feature Request,Feature Request,critical,portal,,,,2025-01-28
E00003454,C002020,2024-02-17 05:31:00,2024-02-17 08:31:38,2024-02-17 13:31:00,resolved,How-to,How-to,critical,chat,4,3.0,True,2024-02-17
E00003455,C002020,2024-04-25 07:16:00,2024-04-25 09:18:19,2024-04-28 07:16:00,resolved,How-to,How-to,low,chat,4,2.0,True,2024-04-25
E00003456,C002021,2023-03-13 13:04:00,2023-03-15 08:13:41,2023-03-16 13:04:00,resolved,Billing,Billing,low,email,5,43.2,True,2023-03-13
E00003457,C002021,2024-12-07 04:40:00,2024-12-07 10:18:54,2024-12-07 12:40:00,resolved,How-to,How-to,critical,email,5,5.6,True,2024-12-07
E00003458,C002021,2025-03-22 11:17:00,,2025-03-25 11:17:00,pending,Billing,Billing,low,portal,,,,2025-03-22
E00003459,C002021,2023-07-11 21:09:00,2023-07-12 01:26:23,2023-07-12 05:09:00,resolved,Billing,Billing,critical,chat,4,4.3,True,2023-07-11
E00003460,C002021,2024-06-18 21:59:00,2024-06-19 20:45:37,2024-06-19 21:59:00,resolved,Bug,Bug,high,chat,5,22.8,True,2024-06-18
E00003461,C002022,2024-12-06 21:20:00,2024-12-08 10:37:19,2024-12-09 21:20:00,resolved,Bug,Bug,low,phone,4,37.3,True,2024-12-06
E00003462,C002022,2025-06-19 20:20:00,2025-06-25 18:02:45,2025-06-21 20:20:00,resolved,Billing,Billing,medium,portal,4,141.7,False,2025-06-19
E00003463,C002022,2025-09-21 11:48:00,2025-09-22 14:25:28,2025-09-24 11:48:00,resolved,Billing,Billing,low,email,4,26.6,True,2025-09-21
E00003464,C002023,2024-08-19 08:15:00,2024-08-19 20:00:15,2024-08-20 08:15:00,resolved,How-to,How-to,high,email,5,11.8,True,2024-08-19
E00003465,C002024,2025-02-04 15:53:00,2025-02-04 17:42:23,2025-02-04 23:53:00,resolved,Bug,Bug,critical,email,4,1.8,True,2025-02-04
E00003466,C002024,2025-03-18 16:00:00,2025-03-20 06:07:20,2025-03-21 16:00:00,resolved,How-to,How-to,low,chat,5,38.1,True,2025-03-18
E00003467,C002024,2024-08-15 02:03:00,2024-08-15 04:37:01,2024-08-17 02:03:00,resolved,Bug,Bug,medium,portal,5,2.6,True,2024-08-15
E00003468,C002024,2025-08-10 11:17:00,2025-08-11 05:09:52,2025-08-13 11:17:00,resolved,Feature Request,Feature Request,low,phone,5,17.9,True,2025-08-10
E00003469,C002024,2025-03-06 11:10:00,2025-03-11 10:36:45,2025-03-08 11:10:00,resolved,Feature Request,Feature Request,medium,email,4,119.4,False,2025-03-06
E00003470,C002024,2025-04-28 02:09:00,2025-04-30 22:30:28,2025-05-01 02:09:00,resolved,How-to,How-to,low,portal,4,68.4,True,2025-04-28
E00003471,C002026,2024-12-17 22:17:00,2024-12-18 14:31:06,2024-12-19 22:17:00,resolved,Outage,Outage,medium,chat,5,16.2,True,2024-12-17
E00003472,C002026,2024-07-12 09:58:00,2024-07-12 12:54:08,2024-07-12 17:58:00,resolved,Bug,Bug,critical,portal,5,2.9,True,2024-07-12
E00003473,C002026,2023-12-20 20:50:00,,2023-12-21 20:50:00,escalated,Feature Request,Feature Request,high,chat,,,,2023-12-20
E00003474,C002026,2025-09-13 05:58:00,2025-09-15 19:11:59,2025-09-14 05:58:00,resolved,Bug,Bug,high,chat,3,61.2,False,2025-09-13
E00003475,C002027,2024-05-29 21:06:00,2024-05-30 07:47:23,2024-06-01 21:06:00,resolved,Billing,Billing,low,chat,5,10.7,True,2024-05-29
E00003476,C002027,2024-10-27 20:09:00,2024-10-29 10:25:01,2024-10-29 20:09:00,resolved,Billing,Billing,medium,chat,4,38.3,True,2024-10-27
E00003477,C002027,2024-09-13 04:57:00,2024-09-16 13:16:02,2024-09-16 04:57:00,resolved,Billing,Billing,low,portal,3,80.3,False,2024-09-13
E00003478,C002027,2025-11-07 22:08:00,,2025-11-10 22:08:00,escalated,How-to,How-to,low,chat,,,,2025-11-07
E00003479,C002028,2025-12-15 04:43:00,2025-12-17 17:20:20,2025-12-16 04:43:00,closed_unresolved,Feature Request,Feature Request,high,email,1,60.6,False,2025-12-15
E00003480,C002030,2024-11-13 06:39:00,2024-11-13 10:34:25,2024-11-13 14:39:00,resolved,Billing,Billing,critical,email,5,3.9,True,2024-11-13
E00003481,C002030,2025-03-19 08:19:00,2025-03-19 19:36:36,2025-03-22 08:19:00,resolved,How-to,How-to,low,chat,5,11.3,True,2025-03-19
E00003482,C002030,2025-07-20 09:41:00,2025-07-21 07:18:43,2025-07-21 09:41:00,resolved,Bug,Bug,high,portal,5,21.6,True,2025-07-20
E00003483,C002030,2024-06-01 09:06:00,2024-06-01 16:16:11,2024-06-02 09:06:00,resolved,Feature Request,Feature Request,high,phone,5,7.2,True,2024-06-01
E00003484,C002031,2025-09-01 01:47:00,2025-09-02 17:23:30,2025-09-04 01:47:00,resolved,How-to,How-to,low,portal,4,39.6,True,2025-09-01
E00003485,C002032,2023-01-08 10:14:00,2023-01-09 08:05:32,2023-01-11 10:14:00,resolved,How-to,How-to,low,portal,5,21.9,True,2023-01-08
E00003486,C002033,2023-11-08 16:58:00,2023-11-10 10:43:37,2023-11-10 16:58:00,resolved,Bug,Bug,medium,portal,3,41.8,True,2023-11-08
E00003487,C002034,2024-11-16 07:40:00,,2024-11-19 07:40:00,pending,Billing,Billing,low,email,,,,2024-11-16
E00003488,C002035,2025-11-21 05:14:00,,2025-11-24 05:14:00,escalated,Bug,Bug,low,email,,,,2025-11-21
E00003489,C002035,2025-12-13 14:17:00,2025-12-17 23:44:44,2025-12-15 14:17:00,resolved,Feature Request,Feature Request,medium,email,3,105.5,False,2025-12-13
E00003490,C002036,2025-10-03 10:48:00,2025-10-03 12:08:08,2025-10-05 10:48:00,resolved,How-to,How-to,medium,chat,4,1.3,True,2025-10-03
E00003491,C002036,2025-12-11 18:37:00,,2025-12-12 18:37:00,pending,How-to,How-to,high,portal,,,,2025-12-11
E00003492,C002037,2024-09-08 06:24:00,2024-09-09 05:45:47,2024-09-10 06:24:00,resolved,Billing,Billing,medium,email,5,23.4,True,2024-09-08
E00003493,C002037,2024-08-13 10:20:00,2024-08-15 04:18:05,2024-08-15 10:20:00,resolved,How-to,How-to,medium,chat,4,42.0,True,2024-08-13
E00003494,C002037,2025-04-12 12:01:00,,2025-04-14 12:01:00,escalated,How-to,How-to,medium,email,,,,2025-04-12
E00003495,C002037,2025-04-12 05:37:00,2025-04-13 02:09:11,2025-04-15 05:37:00,resolved,Outage,Outage,low,phone,5,20.5,True,2025-04-12
E00003496,C002038,2025-04-21 15:40:00,2025-04-22 08:26:30,2025-04-23 15:40:00,resolved,How-to,How-to,medium,chat,4,16.8,True,2025-04-21
E00003497,C002038,2024-11-12 14:14:00,2024-11-18 13:54:34,2024-11-14 14:14:00,closed_unresolved,How-to,How-to,medium,chat,3,143.7,False,2024-11-12
E00003498,C002039,2025-12-13 10:04:00,2025-12-14 07:30:46,2025-12-14 10:04:00,resolved,Billing,Billing,high,chat,5,21.4,True,2025-12-13
E00003499,C002039,2025-12-28 16:03:00,2025-12-30 00:02:58,2025-12-31 16:03:00,resolved,Bug,Bug,low,email,5,32.0,True,2025-12-28
E00003500,C002039,2025-12-21 10:56:00,2025-12-22 02:16:22,2025-12-22 10:56:00,resolved,Bug,Bug,high,chat,4,15.3,True,2025-12-21
E00003501,C002040,2024-07-24 07:05:00,2024-07-25 05:02:40,2024-07-27 07:05:00,resolved,How-to,How-to,low,phone,4,22.0,True,2024-07-24
E00003502,C002041,2025-11-20 00:58:00,2025-11-25 22:20:30,2025-11-22 00:58:00,resolved,Feature Request,Feature Request,medium,chat,2,141.4,False,2025-11-20
E00003503,C002042,2025-07-08 12:37:00,2025-07-08 21:07:43,2025-07-09 12:37:00,resolved,Feature Request,Feature Request,high,phone,5,8.5,True,2025-07-08
E00003504,C002042,2025-09-29 01:57:00,2025-09-29 07:59:54,2025-09-30 01:57:00,resolved,How-to,How-to,high,chat,5,6.0,True,2025-09-29
E00003505,C002043,2025-09-16 11:32:00,2025-09-23 20:46:48,2025-09-19 11:32:00,resolved,Billing,Billing,low,email,1,177.2,False,2025-09-16
E00003506,C002043,2025-10-19 08:20:00,2025-10-19 23:26:38,2025-10-21 08:20:00,resolved,Billing,Billing,medium,chat,5,15.1,True,2025-10-19
E00003507,C002043,2025-01-14 23:52:00,2025-01-16 17:45:16,2025-01-17 23:52:00,resolved,How-to,How-to,low,chat,4,41.9,True,2025-01-14
E00003508,C002044,2025-10-23 16:34:00,2025-10-24 21:21:27,2025-10-25 16:34:00,resolved,Billing,Billing,medium,chat,5,28.8,True,2025-10-23
E00003509,C002044,2025-01-18 11:12:00,2025-01-19 03:37:13,2025-01-20 11:12:00,resolved,Billing,Billing,medium,phone,4,16.4,True,2025-01-18
E00003510,C002045,2024-11-13 19:13:00,2024-11-14 04:26:13,2024-11-14 19:13:00,resolved,Bug,Bug,high,chat,5,9.2,True,2024-11-13
E00003511,C002046,2025-12-17 08:02:00,2025-12-19 17:39:00,2025-12-20 08:02:00,resolved,Bug,Bug,low,email,4,57.6,True,2025-12-17
E00003512,C002047,2024-10-02 23:28:00,,2024-10-03 23:28:00,escalated,How-to,How-to,high,email,,,,2024-10-02
E00003513,C002047,2024-09-19 07:11:00,2024-09-19 13:32:59,2024-09-22 07:11:00,resolved,Billing,Billing,low,email,3,6.4,True,2024-09-19
E00003514,C002047,2024-05-23 14:42:00,2024-05-28 05:59:37,2024-05-25 14:42:00,resolved,How-to,How-to,medium,email,3,111.3,False,2024-05-23
E00003515,C002047,2024-08-25 21:51:00,2024-08-28 01:51:41,2024-08-28 21:51:00,resolved,How-to,How-to,low,email,5,52.0,True,2024-08-25
E00003516,C002048,2025-10-18 19:12:00,2025-10-20 14:21:30,2025-10-20 19:12:00,resolved,Billing,Billing,medium,email,5,43.2,True,2025-10-18
E00003517,C002049,2025-05-15 18:28:00,2025-05-16 17:25:04,2025-05-17 18:28:00,resolved,How-to,How-to,medium,chat,5,23.0,True,2025-05-15
E00003518,C002049,2025-06-24 21:20:00,2025-06-26 12:38:05,2025-06-27 21:20:00,resolved,Bug,Bug,low,chat,5,39.3,True,2025-06-24
E00003519,C002050,2025-06-12 21:50:00,2025-06-13 04:27:44,2025-06-14 21:50:00,resolved,Outage,Outage,medium,email,3,6.6,True,2025-06-12
E00003520,C002051,2022-10-31 15:30:00,2022-11-01 11:35:25,2022-11-01 15:30:00,resolved,How-to,How-to,high,phone,5,20.1,True,2022-10-31
E00003521,C002051,2024-10-31 16:11:00,2024-11-02 01:16:57,2024-11-03 16:11:00,resolved,Bug,Bug,low,email,5,33.1,True,2024-10-31
E00003522,C002052,2024-08-05 09:28:00,2024-08-05 18:19:07,2024-08-08 09:28:00,resolved,Bug,Bug,low,chat,4,8.9,True,2024-08-05
E00003523,C002052,2024-07-07 13:42:00,2024-07-08 09:34:51,2024-07-10 13:42:00,resolved,Billing,Billing,low,chat,5,19.9,True,2024-07-07
E00003524,C002053,2025-06-13 19:28:00,2025-06-16 07:47:46,2025-06-16 19:28:00,resolved,How-to,How-to,low,phone,5,60.3,True,2025-06-13
E00003525,C002053,2023-10-14 09:41:00,2023-10-15 10:09:41,2023-10-16 09:41:00,resolved,Outage,Outage,medium,chat,4,24.5,True,2023-10-14
E00003526,C002053,2023-12-20 05:16:00,2023-12-21 02:56:51,2023-12-23 05:16:00,resolved,Feature Request,Feature Request,low,email,3,21.7,True,2023-12-20
E00003527,C002054,2025-12-30 10:16:00,2026-01-01 06:49:44,2026-01-01 10:16:00,resolved,Feature Request,Feature Request,medium,phone,4,44.6,True,2025-12-30
E00003528,C002054,2025-10-22 19:36:00,,2025-10-25 19:36:00,pending,How-to,How-to,low,email,,,,2025-10-22
E00003529,C002054,2025-12-25 08:38:00,2025-12-26 08:41:13,2025-12-27 08:38:00,resolved,How-to,How-to,medium,portal,5,24.1,True,2025-12-25
E00003530,C002054,2025-11-06 18:24:00,,2025-11-07 18:24:00,pending,Billing,Billing,high,email,,,,2025-11-06
E00003531,C002056,2024-04-28 10:01:00,2024-04-30 22:57:56,2024-05-01 10:01:00,resolved,Billing,Billing,low,email,4,60.9,True,2024-04-28
E00003532,C002056,2023-09-08 19:43:00,2023-09-12 03:16:05,2023-09-11 19:43:00,resolved,Billing,Billing,low,chat,3,79.6,False,2023-09-08
E00003533,C002056,2023-08-03 18:08:00,,2023-08-04 02:08:00,pending,Bug,Bug,critical,email,,,,2023-08-03
E00003534,C002056,2024-02-14 17:37:00,2024-02-14 19:41:14,2024-02-17 17:37:00,resolved,Bug,Bug,low,chat,5,2.1,True,2024-02-14
E00003535,C002057,2024-12-26 17:45:00,2024-12-27 18:21:05,2024-12-29 17:45:00,resolved,How-to,How-to,low,portal,5,24.6,True,2024-12-26
E00003536,C002058,2024-12-31 09:05:00,2024-12-31 16:38:18,2024-12-31 17:05:00,resolved,Feature Request,Feature Request,critical,email,5,7.6,True,2024-12-31
E00003537,C002058,2025-04-01 00:37:00,2025-04-02 16:43:18,2025-04-03 00:37:00,resolved,How-to,How-to,medium,phone,5,40.1,True,2025-04-01
E00003538,C002059,2024-01-25 05:35:00,2024-01-25 07:48:49,2024-01-28 05:35:00,resolved,How-to,How-to,low,phone,3,2.2,True,2024-01-25
E00003539,C002059,2023-07-30 13:22:00,2023-08-01 09:04:30,2023-08-02 13:22:00,resolved,How-to,How-to,low,email,5,43.7,True,2023-07-30
E00003540,C002059,2023-08-18 07:59:00,2023-08-19 02:02:52,2023-08-21 07:59:00,resolved,How-to,How-to,low,phone,5,18.1,True,2023-08-18
E00003541,C002059,2023-11-18 04:54:00,2023-11-20 23:55:50,2023-11-20 04:54:00,resolved,Billing,Billing,medium,phone,2,67.0,False,2023-11-18
E00003542,C002059,2023-12-29 14:02:00,2023-12-31 16:21:14,2024-01-01 14:02:00,resolved,Bug,Bug,low,portal,4,50.3,True,2023-12-29
E00003543,C002059,2023-10-06 03:14:00,,2023-10-07 03:14:00,pending,Billing,Billing,high,chat,,,,2023-10-06
E00003544,C002060,2025-04-27 11:18:00,2025-04-28 11:14:47,2025-04-29 11:18:00,resolved,How-to,How-to,medium,phone,4,23.9,True,2025-04-27
E00003545,C002061,2025-08-24 01:33:00,,2025-08-27 01:33:00,pending,Billing,Billing,low,chat,,,,2025-08-24
E00003546,C002061,2025-12-14 00:22:00,2025-12-21 00:01:40,2025-12-17 00:22:00,resolved,How-to,How-to,low,email,3,167.7,False,2025-12-14
E00003547,C002061,2025-11-23 15:56:00,2025-11-26 18:56:24,2025-11-25 15:56:00,resolved,Bug,Bug,medium,phone,2,75.0,False,2025-11-23
E00003548,C002061,2025-08-04 20:06:00,2025-08-05 16:17:50,2025-08-06 20:06:00,resolved,How-to,How-to,medium,email,4,20.2,True,2025-08-04
E00003549,C002062,2025-05-26 17:56:00,2025-05-28 07:36:37,2025-05-28 17:56:00,resolved,How-to,How-to,medium,phone,5,37.7,True,2025-05-26
E00003550,C002062,2024-11-07 20:40:00,2024-11-08 11:25:36,2024-11-09 20:40:00,resolved,Billing,Billing,medium,email,5,14.8,True,2024-11-07
E00003551,C002063,2024-03-13 18:11:00,2024-03-14 05:32:10,2024-03-14 18:11:00,resolved,How-to,How-to,high,email,4,11.4,True,2024-03-13
E00003552,C002063,2024-02-19 02:39:00,2024-02-19 20:33:32,2024-02-22 02:39:00,resolved,Feature Request,Feature Request,low,chat,5,17.9,True,2024-02-19
E00003553,C002064,2025-05-07 14:16:00,2025-05-07 23:22:36,2025-05-08 14:16:00,resolved,Billing,Billing,high,phone,4,9.1,True,2025-05-07
E00003554,C002064,2024-11-17 21:14:00,2024-11-19 16:18:27,2024-11-20 21:14:00,resolved,Billing,Billing,low,phone,4,43.1,True,2024-11-17
E00003555,C002065,2025-08-02 05:42:00,2025-08-04 11:17:31,2025-08-05 05:42:00,resolved,How-to,How-to,low,phone,5,53.6,True,2025-08-02
E00003556,C002066,2024-10-30 10:19:00,,2024-11-01 10:19:00,pending,Outage,Outage,medium,email,,,,2024-10-30
E00003557,C002066,2024-08-31 02:54:00,2024-08-31 05:23:52,2024-09-03 02:54:00,resolved,Outage,Outage,low,email,5,2.5,True,2024-08-31
E00003558,C002066,2024-11-16 19:05:00,,2024-11-18 19:05:00,escalated,How-to,How-to,medium,phone,,,,2024-11-16
