customer_id,signup_date,segment,region,plan,acquisition_channel,seats,mrr,tenure_days,monthly_active_days,support_tickets_90d,nps_score,feature_adoption_score,payment_failures_90d,is_churned,churn_date,as_of_date
C001999,2023-02-06,Startup,LATAM,Pro,Organic,6,81.3,1059,20.0,2,12.5,0.461,0,0,,2025-12-31
C002000,2023-02-06,SMB,North America,Enterprise,Referral,16,2383.22,1059,19.0,2,4.4,0.129,0,0,,2025-12-31
C002001,2025-06-09,Enterprise,APAC,Free,Sales,491,0.0,205,27.0,2,56.7,0.307,1,0,,2025-12-31
C002002,2022-03-30,SMB,Europe,Enterprise,Organic,18,2835.67,1372,10.0,0,44.8,0.852,1,0,,2025-12-31
C002003,2023-07-23,SMB,Europe,Pro,Partner,14,82.24,892,14.0,0,72.4,0.619,0,0,,2025-12-31
C002004,2023-10-18,SMB,North America,Business,Sales,11,194.18,805,15.0,1,25.1,0.517,1,0,,2025-12-31
C002005,2025-02-14,Mid-Market,Europe,Pro,Sales,22,79.06,320,0.0,0,10.9,0.021,0,0,,2025-12-31
C002006,2022-07-04,Mid-Market,Europe,Pro,Paid Search,33,70.05,1276,0.0,0,51.0,0.657,0,0,,2025-12-31
C002007,2023-09-13,SMB,Europe,Business,Partner,11,181.91,840,22.0,2,14.2,0.14,0,0,,2025-12-31
C002008,2022-08-06,Mid-Market,North America,Free,Partner,56,0.0,1243,10.0,4,27.2,0.277,0,0,,2025-12-31
C002009,2025-01-31,SMB,APAC,Pro,Organic,3,79.71,334,19.0,1,48.1,0.707,1,0,,2025-12-31
C002010,2024-06-23,Mid-Market,North America,Enterprise,Partner,19,3285.25,556,26.0,2,31.9,0.602,1,0,,2025-12-31
C002011,2023-12-12,SMB,Europe,Enterprise,Paid Search,13,1879.48,750,6.0,0,22.8,0.277,0,0,,2025-12-31
C002012,2023-07-16,SMB,Europe,Enterprise,Paid Search,5,846.21,899,21.0,3,-0.1,0.265,1,1,2025-02-14,2025-12-31
C002013,2022-08-08,Startup,North America,Pro,Paid Search,4,77.96,1241,5.0,1,58.4,0.275,0,0,,2025-12-31
C002014,2025-08-11,Mid-Market,APAC,Pro,Referral,27,67.85,142,20.0,3,25.8,0.539,0,0,,2025-12-31
C002015,2024-07-15,Enterprise,North America,Pro,Organic,237,68.37,534,4.0,1,50.5,0.497,0,0,,2025-12-31
C002016,2023-04-02,Mid-Market,LATAM,Pro,Organic,66,79.48,1004,8.0,0,47.1,0.105,1,0,,2025-12-31
C002017,2023-08-15,SMB,APAC,Pro,Organic,6,83.15,869,13.0,2,62.3,0.604,1,0,,2025-12-31
C002018,2024-11-04,Mid-Market,North America,Free,Organic,63,0.0,422,13.0,1,29.1,0.479,0,0,,2025-12-31
C002019,2024-10-25,SMB,North America,Free,Sales,5,0.0,432,0.0,0,26.3,0.794,0,0,,2025-12-31
C002020,2023-10-22,Mid-Market,North America,Pro,Paid Search,53,86.52,801,23.0,1,7.3,0.33,1,0,,2025-12-31
C002021,2023-03-10,Enterprise,LATAM,Starter,Organic,437,26.18,1027,0.0,5,21.4,0.52,0,0,,2025-12-31
C002022,2024-08-01,SMB,Europe,Starter,Sales,14,30.31,517,24.0,2,43.5,0.706,0,0,,2025-12-31
C002023,2024-07-30,SMB,North America,Starter,Organic,3,26.13,519,5.0,1,14.6,0.32,1,1,2025-06-12,2025-12-31
C002024,2024-05-07,Startup,Europe,Business,Paid Search,4,206.53,603,19.0,3,42.9,0.64,2,0,,2025-12-31
C002025,2022-04-15,SMB,North America,Enterprise,Referral,18,2680.24,1356,19.0,0,71.7,0.572,0,0,,2025-12-31
C002026,2023-11-08,SMB,Europe,Pro,Referral,4,76.12,784,12.0,1,23.9,0.456,0,0,,2025-12-31
C002027,2024-05-27,SMB,Europe,Enterprise,Organic,22,3670.17,583,15.0,2,2.1,0.509,0,0,,2025-12-31
C002028,2025-09-20,SMB,North America,Business,Referral,3,200.82,102,2.0,1,24.7,0.458,0,0,,2025-12-31
C002029,2024-01-22,Mid-Market,APAC,Starter,Partner,53,25.42,709,25.0,0,-0.6,0.243,0,0,,2025-12-31
C002030,2023-05-06,SMB,North America,Starter,Partner,18,30.02,970,3.0,1,68.4,0.288,0,0,,2025-12-31
C002031,2024-03-05,SMB,Europe,Starter,Organic,21,29.54,666,18.0,1,37.1,0.542,0,0,,2025-12-31
C002032,2022-09-11,Mid-Market,Europe,Free,Referral,45,0.0,1207,0.0,1,16.8,0.374,2,1,2024-08-20,2025-12-31
C002033,2022-05-10,SMB,LATAM,Pro,Partner,4,87.35,1331,20.0,1,21.0,0.117,2,0,,2025-12-31
C002034,2024-08-27,SMB,Europe,Starter,Referral,15,26.36,491,10.0,1,5.4,0.293,0,0,,2025-12-31
C002035,2025-11-11,SMB,LATAM,Enterprise,Sales,23,3867.12,50,13.0,2,60.3,0.168,0,0,,2025-12-31
C002036,2025-04-24,Enterprise,North America,Pro,Referral,393,75.52,251,0.0,0,80.9,0.55,1,0,,2025-12-31
C002037,2024-04-14,SMB,APAC,Starter,Referral,17,26.7,626,6.0,4,-2.4,0.069,0,1,2025-05-17,2025-12-31
C002038,2022-02-27,Startup,North America,Enterprise,Organic,3,510.05,1403,12.0,2,61.1,0.278,0,0,,2025-12-31
C002039,2025-11-13,Mid-Market,APAC,Enterprise,Organic,59,9467.62,48,20.0,2,28.9,0.569,0,0,,2025-12-31
C002040,2023-10-05,Mid-Market,North America,Business,Partner,69,222.52,818,16.0,1,66.7,0.414,0,0,,2025-12-31
C002041,2023-02-19,Enterprise,LATAM,Business,Organic,413,183.51,1046,7.0,1,-10.8,0.685,0,0,,2025-12-31
C002042,2025-06-30,Enterprise,LATAM,Enterprise,Referral,316,45551.95,184,16.0,1,40.6,0.376,0,0,,2025-12-31
C002043,2024-12-03,Startup,Europe,Pro,Referral,6,79.09,393,6.0,1,24.8,0.375,0,0,,2025-12-31
C002044,2024-12-07,SMB,Europe,Business,Partner,17,216.18,389,15.0,0,51.5,0.251,1,0,,2025-12-31
C002045,2023-02-02,Mid-Market,Europe,Free,Organic,27,0.0,1063,15.0,1,36.5,0.035,1,0,,2025-12-31
C002046,2025-11-19,Mid-Market,North America,Pro,Referral,19,77.27,42,6.0,0,35.6,0.148,0,0,,2025-12-31
C002047,2023-10-10,Startup,Europe,Pro,Partner,3,82.43,813,5.0,4,32.4,0.231,0,0,,2025-12-31
C002048,2024-01-30,Mid-Market,APAC,Free,Paid Search,62,0.0,701,14.0,1,74.1,0.256,1,0,,2025-12-31
C002049,2024-12-09,SMB,Europe,Free,Partner,4,0.0,387,16.0,2,30.6,0.393,0,0,,2025-12-31
C002050,2024-08-01,Mid-Market,North America,Free,Organic,28,0.0,517,27.0,0,56.6,0.79,0,0,,2025-12-31
C002051,2022-09-04,Enterprise,LATAM,Starter,Referral,314,33.19,1214,13.0,2,50.7,0.119,0,0,,2025-12-31
C002052,2023-03-09,SMB,North America,Free,Organic,20,0.0,1028,12.0,1,57.2,0.416,0,0,,2025-12-31
C002053,2023-06-01,Enterprise,Europe,Starter,Partner,284,29.89,944,13.0,2,9.6,0.451,0,0,,2025-12-31
C002054,2025-09-16,SMB,North America,Business,Organic,18,205.07,106,24.0,2,52.7,0.713,0,0,,2025-12-31
C002055,2024-10-18,Mid-Market,North America,Pro,Organic,22,72.59,439,8.0,0,43.4,0.253,1,0,,2025-12-31
C002056,2023-06-08,SMB,North America,Pro,Organic,8,89.95,937,10.0,4,5.3,0.732,0,1,2024-07-25,2025-12-31
C002057,2024-11-16,SMB,North America,Free,Organic,12,0.0,410,10.0,1,29.7,0.168,1,1,2025-10-16,2025-12-31
C002058,2024-11-22,SMB,Europe,Business,Sales,19,182.49,404,17.0,0,92.4,0.294,0,0,,2025-12-31
C002059,2023-07-18,Enterprise,Europe,Free,Referral,256,0.0,897,19.0,5,25.2,0.452,0,1,2024-03-05,2025-12-31
C002060,2023-07-31,SMB,Europe,Starter,Organic,15,26.61,884,13.0,1,25.8,0.669,0,0,,2025-12-31
C002061,2025-07-02,Startup,Europe,Pro,Organic,5,73.14,182,7.0,4,46.3,0.19,0,0,,2025-12-31
C002062,2024-03-14,Mid-Market,North America,Enterprise,Referral,75,10234.7,657,19.0,1,21.5,0.656,0,0,,2025-12-31
C002063,2022-08-02,Mid-Market,North America,Enterprise,Organic,26,3671.85,1247,7.0,1,38.5,0.602,0,0,,2025-12-31
C002064,2024-10-26,Startup,Europe,Business,Paid Search,2,173.88,431,25.0,2,23.8,0.336,0,0,,2025-12-31
C002065,2024-04-23,Mid-Market,Europe,Pro,Organic,19,89.28,617,17.0,1,45.1,0.539,0,0,,2025-12-31
C002066,2023-12-29,SMB,Europe,Pro,Partner,5,87.45,733,12.0,3,33.5,0.577,1,0,,2025-12-31
C002067,2024-11-02,SMB,North America,Pro,Sales,20,83.29,424,6.0,1,83.8,0.671,1,1,2025-09-05,2025-12-31
C002068,2025-07-21,Enterprise,APAC,Free,Organic,379,0.0,163,21.0,0,36.2,0.203,1,1,2025-09-15,2025-12-31
C002069,2023-04-18,SMB,North America,Starter,Sales,20,31.19,988,17.0,0,29.4,0.401,0,0,,2025-12-31
C002070,2023-08-23,SMB,Europe,Enterprise,Referral,20,3179.86,861,24.0,1,60.7,0.349,1,0,,2025-12-31
C002071,2022-09-28,Mid-Market,North America,Enterprise,Sales,59,10732.52,1190,19.0,1,0.2,0.132,0,0,,2025-12-31
C002072,2024-07-14,Startup,Europe,Starter,Referral,7,24.94,535,22.0,0,77.3,0.522,0,0,,2025-12-31
C002073,2023-07-30,Mid-Market,Europe,Starter,Referral,76,24.71,885,2.0,1,10.3,0.504,0,1,2025-02-09,2025-12-31
C002074,2023-05-05,Mid-Market,APAC,Starter,Partner,16,27.96,971,0.0,0,64.8,0.519,0,0,,2025-12-31
C002075,2024-09-23,Startup,North America,Pro,Referral,5,87.09,464,18.0,0,71.4,0.74,1,0,,2025-12-31
C002076,2023-08-07,Mid-Market,Europe,Starter,Organic,72,30.58,877,0.0,1,21.9,0.746,1,1,2025-04-30,2025-12-31
C002077,2023-10-27,Startup,North America,Pro,Referral,3,74.83,796,24.0,2,24.3,0.031,1,0,,2025-12-31
C002078,2023-09-22,Enterprise,APAC,Free,Partner,118,0.0,831,24.0,0,32.3,0.474,0,0,,2025-12-31
C002079,2023-01-05,SMB,North America,Free,Organic,18,0.0,1091,16.0,1,50.5,0.365,1,1,2024-11-18,2025-12-31
C002080,2022-06-29,Enterprise,North America,Starter,Organic,367,29.53,1281,20.0,0,10.0,0.443,0,0,,2025-12-31
C002081,2025-03-28,SMB,APAC,Business,Organic,10,171.02,278,11.0,0,32.3,0.204,0,0,,2025-12-31
C002082,2022-05-12,SMB,North America,Starter,Paid Search,20,31.87,1329,26.0,2,27.2,0.49,1,0,,2025-12-31
C002083,2023-04-10,Startup,North America,Pro,Organic,7,85.09,996,1.0,0,6.2,0.694,0,1,2025-12-12,2025-12-31
C002084,2024-08-12,Startup,APAC,Pro,Organic,7,78.91,506,8.0,1,8.9,0.355,0,1,2025-12-08,2025-12-31
C002085,2022-07-07,SMB,APAC,Business,Organic,12,179.47,1273,19.0,2,38.2,0.473,1,0,,2025-12-31
C002086,2024-07-26,SMB,APAC,Starter,Partner,8,29.28,523,22.0,1,37.8,0.271,0,0,,2025-12-31
C002087,2024-11-14,SMB,North America,Business,Organic,10,206.76,412,6.0,2,15.9,0.226,1,0,,2025-12-31
C002088,2024-08-05,Startup,Europe,Starter,Organic,3,32.58,513,22.0,1,37.0,0.281,1,1,2025-12-14,2025-12-31
C002089,2023-03-13,SMB,APAC,Pro,Paid Search,17,72.73,1024,12.0,1,18.8,0.3,0,0,,2025-12-31
C002090,2022-01-29,Startup,North America,Pro,Paid Search,6,85.7,1432,24.0,1,67.7,0.372,0,0,,2025-12-31
C002091,2025-06-22,Mid-Market,APAC,Enterprise,Organic,64,10237.83,192,7.0,1,32.4,0.63,1,0,,2025-12-31
C002092,2023-04-12,SMB,North America,Enterprise,Sales,8,1107.21,994,19.0,3,62.4,0.596,0,0,,2025-12-31
C002093,2025-02-25,SMB,LATAM,Business,Paid Search,20,216.97,309,5.0,0,-7.3,0.598,1,1,2025-07-21,2025-12-31
C002094,2022-10-10,Mid-Market,Europe,Enterprise,Organic,28,4580.0,1178,3.0,4,43.1,0.212,1,0,,2025-12-31
C002095,2022-08-21,Mid-Market,Europe,Free,Partner,28,0.0,1228,19.0,3,49.9,0.461,1,0,,2025-12-31
C002096,2025-01-17,Startup,Europe,Pro,Referral,1,83.32,348,19.0,1,31.6,0.325,0,0,,2025-12-31
C002097,2025-09-05,SMB,North America,Starter,Paid Search,7,29.5,117,8.0,0,21.5,0.366,0,0,,2025-12-31
C002098,2025-05-15,Mid-Market,North America,Starter,Organic,32,28.15,230,16.0,1,31.2,0.526,0,1,2025-12-31,2025-12-31
C002099,2024-12-10,Mid-Market,APAC,Pro,Partner,55,69.3,386,26.0,0,53.6,0.511,0,0,,2025-12-31
C002100,2022-12-19,Mid-Market,Europe,Business,Paid Search,60,222.32,1108,9.0,4,4.7,0.613,0,0,,2025-12-31
C002101,2025-07-29,SMB,Europe,Pro,Paid Search,14,89.19,155,14.0,3,52.5,0.269,0,1,2025-09-27,2025-12-31
C002102,2024-08-13,Startup,North America,Business,Sales,1,225.05,505,5.0,3,43.0,0.345,0,0,,2025-12-31
C002103,2022-09-04,Startup,APAC,Pro,Sales,2,82.13,1214,14.0,2,28.5,0.304,0,0,,2025-12-31
C002104,2022-07-04,SMB,North America,Enterprise,Partner,20,2777.2,1276,24.0,0,29.5,0.341,2,0,,2025-12-31
C002105,2025-05-30,SMB,North America,Business,Organic,8,207.2,215,17.0,0,36.5,0.62,1,0,,2025-12-31
C002106,2023-01-29,Mid-Market,LATAM,Business,Partner,31,218.95,1067,3.0,1,76.5,0.481,0,0,,2025-12-31
C002107,2024-12-31,Startup,Europe,Starter,Sales,7,33.29,365,20.0,1,43.7,0.187,1,0,,2025-12-31
C002108,2022-07-18,Mid-Market,Europe,Pro,Sales,67,80.46,1262,11.0,0,11.4,0.371,0,0,,2025-12-31
C002109,2023-02-06,Enterprise,LATAM,Business,Organic,301,190.41,1059,0.0,3,24.1,0.361,1,0,,2025-12-31
C002110,2023-02-10,Startup,North America,Enterprise,Organic,2,314.87,1055,17.0,0,6.4,0.76,0,0,,2025-12-31
C002111,2023-02-06,Startup,LATAM,Free,Organic,5,0.0,1059,8.0,0,-12.2,0.363,0,0,,2025-12-31
C002112,2024-08-22,Mid-Market,APAC,Starter,Referral,30,31.83,496,27.0,0,5.9,0.695,2,0,,2025-12-31
C002113,2025-07-31,SMB,Europe,Starter,Paid Search,18,32.87,153,27.0,0,38.0,0.27,0,0,,2025-12-31
C002114,2025-07-25,SMB,North America,Starter,Paid Search,20,26.6,159,18.0,1,66.8,0.633,0,0,,2025-12-31
C002115,2024-11-26,Mid-Market,North America,Business,Paid Search,60,184.05,400,17.0,2,59.9,0.501,0,0,,2025-12-31
C002116,2022-10-17,Mid-Market,Europe,Free,Organic,50,0.0,1171,8.0,2,6.1,0.128,1,0,,2025-12-31
C002117,2025-10-05,Mid-Market,North America,Starter,Sales,22,28.66,87,1.0,2,15.1,0.454,1,1,2025-11-19,2025-12-31
C002118,2024-02-15,SMB,North America,Pro,Paid Search,24,73.67,685,1.0,2,11.5,0.398,0,1,2025-01-12,2025-12-31
C002119,2024-02-20,SMB,Europe,Starter,Organic,7,25.7,680,12.0,4,-29.5,0.473,0,0,,2025-12-31
C002120,2024-09-29,SMB,APAC,Free,Referral,7,0.0,458,8.0,1,30.8,0.435,1,1,2025-03-31,2025-12-31
C002121,2025-01-04,Mid-Market,North America,Pro,Partner,24,75.03,361,26.0,0,55.1,0.162,1,0,,2025-12-31
C002122,2025-09-24,Startup,APAC,Pro,Referral,5,67.84,98,8.0,1,28.7,0.257,1,0,,2025-12-31
C002123,2024-04-12,SMB,LATAM,Enterprise,Referral,5,911.99,628,6.0,3,3.3,0.665,1,1,2025-09-22,2025-12-31
C002124,2024-05-22,Startup,APAC,Business,Organic,2,201.79,588,22.0,1,13.9,0.224,1,0,,2025-12-31
C002125,2024-12-02,Enterprise,APAC,Enterprise,Organic,366,64160.51,394,23.0,1,26.8,0.886,0,0,,2025-12-31
C002126,2022-12-31,SMB,APAC,Starter,Organic,24,28.48,1096,10.0,2,54.3,0.555,0,0,,2025-12-31
C002127,2023-03-17,Startup,North America,Business,Referral,3,226.33,1020,2.0,1,30.4,0.618,0,0,,2025-12-31
C002128,2024-06-13,Mid-Market,North America,Pro,Sales,38,77.19,566,2.0,2,50.9,0.485,0,0,,2025-12-31
C002129,2022-04-02,Mid-Market,LATAM,Pro,Paid Search,71,76.59,1369,14.0,0,33.0,0.605,1,0,,2025-12-31
C002130,2023-04-04,Mid-Market,Europe,Pro,Referral,50,84.39,1002,24.0,1,40.9,0.494,0,0,,2025-12-31
C002131,2024-10-23,Mid-Market,APAC,Starter,Referral,64,29.54,434,10.0,1,11.5,0.361,0,0,,2025-12-31
C002132,2025-10-27,SMB,LATAM,Free,Sales,17,0.0,65,0.0,2,17.9,0.243,1,1,2025-12-19,2025-12-31
C002133,2024-01-13,Mid-Market,North America,Business,Paid Search,36,169.21,718,10.0,2,3.6,0.688,0,0,,2025-12-31
C002134,2023-07-26,Mid-Market,North America,Business,Organic,24,176.53,889,0.0,1,50.0,0.257,0,0,,2025-12-31
C002135,2023-09-22,SMB,Europe,Starter,Referral,15,26.91,831,11.0,3,27.7,0.248,0,0,,2025-12-31
C002136,2024-09-07,Enterprise,North America,Pro,Referral,116,69.69,480,13.0,2,-54.9,0.736,0,0,,2025-12-31
C002137,2024-02-18,Mid-Market,Europe,Business,Referral,67,200.02,682,20.0,1,47.0,0.701,0,0,,2025-12-31
C002138,2022-02-03,SMB,APAC,Pro,Referral,8,75.17,1427,1.0,0,59.4,0.21,1,0,,2025-12-31
C002139,2024-02-11,Mid-Market,Europe,Starter,Paid Search,32,30.74,689,13.0,2,14.7,0.205,1,0,,2025-12-31
C002140,2023-07-27,Mid-Market,North America,Business,Partner,46,197.48,888,4.0,0,47.0,0.5,0,0,,2025-12-31
C002141,2024-09-29,Mid-Market,APAC,Pro,Organic,34,72.15,458,13.0,1,29.8,0.136,2,1,2025-05-03,2025-12-31
C002142,2025-06-05,Enterprise,North America,Pro,Paid Search,275,77.56,209,27.0,2,-17.9,0.622,0,0,,2025-12-31
C002143,2025-10-08,SMB,APAC,Pro,Organic,6,84.42,84,20.0,1,83.8,0.133,0,0,,2025-12-31
C002144,2024-05-22,Enterprise,North America,Pro,Organic,234,79.48,588,23.0,1,29.9,0.683,0,0,,2025-12-31
C002145,2023-06-03,Mid-Market,APAC,Free,Organic,60,0.0,942,1.0,0,40.0,0.466,2,1,2025-05-27,2025-12-31
C002146,2023-09-27,Startup,Europe,Enterprise,Partner,2,306.1,826,21.0,0,19.4,0.433,0,0,,2025-12-31
C002147,2022-09-10,Startup,Europe,Starter,Referral,1,30.68,1208,24.0,1,27.6,0.49,2,0,,2025-12-31
C002148,2025-08-31,Mid-Market,Europe,Business,Paid Search,44,211.81,122,18.0,2,39.0,0.245,1,0,,2025-12-31
C002149,2025-04-26,Mid-Market,North America,Business,Paid Search,62,206.72,249,21.0,1,8.9,0.207,0,0,,2025-12-31
C002150,2025-05-06,SMB,Europe,Pro,Organic,18,80.65,239,1.0,1,77.3,0.518,0,1,2025-10-29,2025-12-31
C002151,2023-04-15,Startup,APAC,Pro,Paid Search,2,75.65,991,20.0,1,56.0,0.259,0,0,,2025-12-31
C002152,2023-04-06,Startup,APAC,Free,Organic,3,0.0,1000,23.0,4,47.9,0.416,0,0,,2025-12-31
C002153,2025-05-09,Mid-Market,North America,Starter,Partner,69,32.28,236,6.0,1,31.5,0.242,0,0,,2025-12-31
C002154,2024-02-18,Mid-Market,Europe,Pro,Sales,69,70.14,682,13.0,0,16.0,0.434,0,0,,2025-12-31
C002155,2024-10-04,SMB,APAC,Free,Paid Search,8,0.0,453,11.0,2,60.8,0.556,1,1,2025-12-13,2025-12-31
C002156,2023-12-02,Startup,APAC,Free,Partner,3,0.0,760,2.0,3,50.3,0.44,0,0,,2025-12-31
C002157,2023-09-26,Startup,Europe,Enterprise,Referral,7,995.93,827,3.0,1,25.0,0.225,0,1,2024-12-10,2025-12-31
C002158,2024-06-23,Enterprise,North America,Starter,Organic,286,30.45,556,8.0,0,7.9,0.246,4,1,2025-01-26,2025-12-31
C002159,2025-03-08,SMB,LATAM,Starter,Paid Search,21,28.46,298,3.0,2,-4.4,0.448,1,1,2025-08-18,2025-12-31
C002160,2023-04-23,Mid-Market,North America,Starter,Organic,38,33.17,983,14.0,0,35.7,0.437,0,0,,2025-12-31
C002161,2025-03-03,SMB,North America,Pro,Paid Search,22,76.97,303,1.0,0,28.8,0.484,0,0,,2025-12-31
C002162,2022-12-16,Startup,APAC,Pro,Sales,6,82.65,1111,0.0,1,64.6,0.305,1,0,,2025-12-31
C002163,2023-07-31,SMB,North America,Business,Paid Search,10,178.03,884,17.0,2,59.8,0.37,0,0,,2025-12-31
C002164,2025-07-29,Enterprise,APAC,Pro,Paid Search,111,77.09,155,7.0,2,36.0,0.357,1,1,2025-09-10,2025-12-31
C002165,2025-09-26,SMB,North America,Free,Organic,8,0.0,96,10.0,3,33.0,0.704,1,0,,2025-12-31
C002166,2025-08-14,SMB,APAC,Pro,Paid Search,3,70.02,139,9.0,1,6.2,0.272,0,0,,2025-12-31
C002167,2023-03-28,Startup,LATAM,Free,Sales,6,0.0,1009,13.0,2,61.5,0.769,0,0,,2025-12-31
C002168,2025-04-20,Mid-Market,LATAM,Business,Paid Search,62,226.16,255,12.0,1,33.6,0.401,0,0,,2025-12-31
C002169,2025-08-31,Startup,LATAM,Free,Referral,5,0.0,122,3.0,1,50.1,0.139,1,0,,2025-12-31
C002170,2025-10-30,Mid-Market,APAC,Starter,Organic,37,29.89,62,0.0,2,64.4,0.084,0,0,,2025-12-31
C002171,2022-01-30,Mid-Market,North America,Pro,Organic,79,82.05,1431,12.0,1,20.9,0.832,0,0,,2025-12-31
C002172,2024-12-01,Mid-Market,LATAM,Starter,Paid Search,38,31.92,395,15.0,1,14.3,0.894,0,0,,2025-12-31
C002173,2025-11-26,Enterprise,LATAM,Pro,Sales,351,70.76,35,21.0,1,96.7,0.094,0,0,,2025-12-31
C002174,2024-12-29,Mid-Market,Europe,Pro,Organic,68,84.1,367,5.0,2,49.9,0.148,0,0,,2025-12-31
C002175,2022-11-30,SMB,Europe,Enterprise,Referral,6,974.14,1127,2.0,0,28.0,0.524,1,0,,2025-12-31
C002176,2024-12-26,Mid-Market,North America,Free,Organic,53,0.0,370,16.0,3,66.0,0.307,0,0,,2025-12-31
C002177,2022-05-31,Enterprise,Europe,Pro,Partner,290,82.24,1310,25.0,1,27.3,0.593,0,0,,2025-12-31
C002178,2023-11-19,Mid-Market,APAC,Pro,Partner,55,85.94,773,6.0,1,43.1,0.861,0,0,,2025-12-31
C002179,2024-06-14,Enterprise,Europe,Free,Partner,444,0.0,565,2.0,0,20.8,0.73,0,1,2025-09-13,2025-12-31
C002180,2023-10-15,Startup,Europe,Pro,Organic,4,68.45,808,11.0,0,34.6,0.592,0,0,,2025-12-31
C002181,2024-09-27,Startup,Europe,Business,Organic,4,197.76,460,15.0,0,28.1,0.211,0,0,,2025-12-31
C002182,2022-12-10,Enterprise,North America,Business,Sales,111,209.21,1117,17.0,0,16.2,0.162,1,0,,2025-12-31
C002183,2024-05-16,SMB,LATAM,Enterprise,Partner,4,544.92,594,3.0,1,41.1,0.364,1,0,,2025-12-31
C002184,2024-07-11,SMB,North America,Pro,Organic,23,74.27,538,18.0,3,19.0,0.687,0,0,,2025-12-31
C002185,2024-06-25,Startup,North America,Starter,Paid Search,1,25.64,554,9.0,1,49.4,0.389,0,1,2025-12-26,2025-12-31
C002186,2023-02-18,Mid-Market,North America,Enterprise,Organic,27,4077.21,1047,0.0,2,27.4,0.339,1,1,2024-03-31,2025-12-31
C002187,2023-03-13,Mid-Market,APAC,Starter,Paid Search,32,31.26,1024,25.0,2,-8.0,0.267,0,0,,2025-12-31
C002188,2023-01-04,SMB,APAC,Pro,Paid Search,22,85.75,1092,14.0,0,50.5,0.626,0,0,,2025-12-31
C002189,2023-10-23,Startup,North America,Business,Organic,7,209.12,800,8.0,4,50.9,0.441,1,0,,2025-12-31
C002190,2024-04-17,SMB,North America,Business,Paid Search,19,177.22,623,22.0,0,91.3,0.708,1,0,,2025-12-31
C002191,2023-06-03,SMB,Europe,Enterprise,Partner,11,1876.02,942,22.0,3,35.4,0.167,1,0,,2025-12-31
C002192,2023-08-10,Mid-Market,North America,Free,Sales,22,0.0,874,5.0,1,39.6,0.74,0,1,2025-10-09,2025-12-31
C002193,2023-02-14,SMB,APAC,Pro,Referral,7,68.19,1051,26.0,1,47.0,0.325,0,0,,2025-12-31
C002194,2022-11-09,Startup,North America,Starter,Paid Search,4,29.46,1148,14.0,0,60.5,0.549,0,0,,2025-12-31
C002195,2024-07-29,Mid-Market,Europe,Business,Referral,77,199.16,520,7.0,0,58.9,0.183,1,0,,2025-12-31
C002196,2025-03-12,SMB,North America,Pro,Organic,7,82.5,294,12.0,2,43.0,0.552,0,0,,2025-12-31
C002197,2023-02-20,SMB,Europe,Starter,Partner,18,30.64,1045,5.0,1,34.2,0.164,0,0,,2025-12-31
C002198,2025-05-15,SMB,Europe,Business,Organic,13,173.1,230,23.0,5,56.1,0.414,0,0,,2025-12-31
C002199,2024-03-27,SMB,North America,Pro,Organic,11,73.05,644,7.0,1,33.1,0.428,1,0,,2025-12-31
C002200,2022-08-28,SMB,North America,Pro,Partner,5,86.71,1221,12.0,3,2.8,0.361,1,0,,2025-12-31
C002201,2023-06-08,Startup,North America,Enterprise,Organic,4,642.86,937,1.0,1,-2.5,0.093,0,0,,2025-12-31
C002202,2022-01-11,SMB,North America,Pro,Partner,6,86.45,1450,26.0,1,27.7,0.691,1,0,,2025-12-31
C002203,2022-02-26,Mid-Market,LATAM,Pro,Partner,22,73.21,1404,8.0,0,38.0,0.246,1,0,,2025-12-31
C002204,2023-04-26,Mid-Market,North America,Free,Organic,57,0.0,980,18.0,1,96.8,0.476,0,0,,2025-12-31
C002205,2023-10-12,Mid-Market,North America,Starter,Paid Search,65,28.68,811,9.0,0,32.0,0.482,0,0,,2025-12-31
C002206,2025-02-14,Mid-Market,North America,Free,Partner,39,0.0,320,15.0,1,36.2,0.538,0,0,,2025-12-31
C002207,2022-07-12,Enterprise,APAC,Starter,Referral,140,27.21,1268,15.0,1,24.9,0.472,0,0,,2025-12-31
C002208,2025-04-15,SMB,LATAM,Starter,Referral,4,31.55,260,8.0,0,50.5,0.381,1,1,2025-10-17,2025-12-31
C002209,2022-12-02,Mid-Market,APAC,Pro,Paid Search,56,83.67,1125,12.0,1,42.0,0.255,0,0,,2025-12-31
C002210,2022-07-17,Mid-Market,Europe,Pro,Referral,66,87.63,1263,16.0,1,19.0,0.72,0,0,,2025-12-31
C002211,2024-09-27,SMB,APAC,Starter,Paid Search,23,28.34,460,6.0,1,9.7,0.236,0,0,,2025-12-31
C002212,2025-01-12,Mid-Market,Europe,Pro,Organic,17,86.5,353,3.0,0,24.9,0.358,0,0,,2025-12-31
C002213,2024-05-15,SMB,APAC,Enterprise,Partner,22,3452.76,595,4.0,3,13.9,0.391,0,0,,2025-12-31
C002214,2022-06-15,Startup,APAC,Starter,Organic,1,27.29,1295,11.0,1,29.2,0.354,0,0,,2025-12-31
C002215,2022-06-14,SMB,North America,Pro,Organic,19,90.53,1296,5.0,3,38.5,0.291,0,0,,2025-12-31
C002216,2023-07-12,Mid-Market,Europe,Free,Organic,38,0.0,903,7.0,0,22.5,0.458,0,1,2025-05-11,2025-12-31
