event_id,customer_id,opened_at,resolved_at,sla_due_at,opened_date,status,priority,reason,category,channel,csat,resolved_hours,age_hours,is_open,sla_breach,sla_status,segment,region,plan
E00004377,C002521,2025-01-28 22:43:00,2025-01-30 16:40:21,2025-01-30 22:43:00,2025-01-28,resolved,medium,How-to,How-to,email,5.0,42.0,41.96,0,False,within_sla,Startup,North America,Business
E00004378,C002522,2024-01-05 18:49:00,,2024-01-08 18:49:00,2024-01-05,pending,low,Outage,Outage,phone,,,17429.18,1,True,pending_beyond_sla,Startup,North America,Enterprise
E00004379,C002523,2023-12-20 03:41:00,2023-12-20 19:14:41,2023-12-22 03:41:00,2023-12-20,resolved,medium,Billing,Billing,portal,3.0,15.6,15.56,0,False,within_sla,Startup,North America,Business
E00004380,C002524,2024-07-14 15:30:00,2024-07-17 00:14:15,2024-07-17 15:30:00,2024-07-14,resolved,low,Billing,Billing,email,5.0,56.7,56.74,0,False,within_sla,SMB,LATAM,Pro
E00004381,C002524,2025-03-16 19:16:00,2025-03-17 11:48:59,2025-03-17 19:16:00,2025-03-16,resolved,high,How-to,How-to,phone,5.0,16.5,16.55,0,False,within_sla,SMB,LATAM,Pro
E00004382,C002524,2025-04-11 06:36:00,2025-04-11 22:03:28,2025-04-12 06:36:00,2025-04-11,resolved,high,Feature Request,Feature Request,email,4.0,15.5,15.46,0,False,within_sla,SMB,LATAM,Pro
E00004383,C002524,2024-05-03 01:09:00,2024-05-04 14:31:44,2024-05-05 01:09:00,2024-05-03,resolved,medium,How-to,How-to,email,4.0,37.4,37.38,0,False,within_sla,SMB,LATAM,Pro
E00004384,C002527,2023-11-06 09:21:00,2023-11-07 08:16:11,2023-11-08 09:21:00,2023-11-06,resolved,medium,Bug,Bug,chat,4.0,22.9,22.92,0,False,within_sla,SMB,LATAM,Starter
E00004385,C002527,2025-04-08 20:55:00,2025-04-09 19:33:20,2025-04-09 20:55:00,2025-04-08,resolved,high,Billing,Billing,chat,5.0,22.6,22.64,0,False,within_sla,SMB,LATAM,Starter
E00004386,C002528,2025-12-02 03:03:00,2025-12-03 08:39:34,2025-12-04 03:03:00,2025-12-02,resolved,medium,Bug,Bug,email,5.0,29.6,29.61,0,False,within_sla,Mid-Market,North America,Pro
E00004387,C002529,2025-05-16 16:07:00,2025-05-17 08:29:34,2025-05-17 16:07:00,2025-05-16,resolved,high,Bug,Bug,chat,4.0,16.4,16.38,0,False,within_sla,SMB,APAC,Pro
E00004388,C002529,2022-12-18 07:51:00,2022-12-19 00:35:04,2022-12-20 07:51:00,2022-12-18,resolved,medium,Bug,Bug,phone,3.0,16.7,16.73,0,False,within_sla,SMB,APAC,Pro
E00004389,C002530,2024-07-26 13:43:00,2024-07-26 16:53:04,2024-07-28 13:43:00,2024-07-26,resolved,medium,Billing,Billing,email,5.0,3.2,3.17,0,False,within_sla,Enterprise,Europe,Pro
E00004390,C002530,2025-02-23 20:24:00,2025-02-24 14:09:53,2025-02-24 20:24:00,2025-02-23,resolved,high,Billing,Billing,chat,4.0,17.8,17.76,0,False,within_sla,Enterprise,Europe,Pro
E00004391,C002531,2025-11-18 11:18:00,2025-11-21 06:25:42,2025-11-21 11:18:00,2025-11-18,resolved,low,Feature Request,Feature Request,phone,4.0,67.1,67.13,0,False,within_sla,Enterprise,Europe,Business
E00004392,C002532,2025-06-20 09:21:00,,2025-06-23 09:21:00,2025-06-20,pending,low,Feature Request,Feature Request,portal,,,4670.65,1,True,pending_beyond_sla,Startup,APAC,Pro
E00004393,C002532,2025-09-24 23:52:00,2025-09-25 23:15:24,2025-09-27 23:52:00,2025-09-24,resolved,low,Feature Request,Feature Request,portal,5.0,23.4,23.39,0,False,within_sla,Startup,APAC,Pro
E00004394,C002533,2025-11-03 00:00:00,,2025-11-06 00:00:00,2025-11-03,pending,low,Bug,Bug,email,,,1416.0,1,True,pending_beyond_sla,Enterprise,APAC,Starter
E00004395,C002533,2025-09-07 21:30:00,,2025-09-09 21:30:00,2025-09-07,escalated,medium,How-to,How-to,chat,,,2762.5,1,True,pending_beyond_sla,Enterprise,APAC,Starter
E00004396,C002533,2025-08-26 17:06:00,2025-08-28 17:54:07,2025-08-29 17:06:00,2025-08-26,resolved,low,Billing,Billing,chat,4.0,48.8,48.8,0,False,within_sla,Enterprise,APAC,Starter
E00004397,C002533,2025-09-24 17:04:00,2025-09-24 22:22:37,2025-09-26 17:04:00,2025-09-24,resolved,medium,Billing,Billing,chat,5.0,5.3,5.31,0,False,within_sla,Enterprise,APAC,Starter
E00004398,C002534,2025-09-10 19:58:00,2025-09-11 21:09:11,2025-09-13 19:58:00,2025-09-10,resolved,low,Feature Request,Feature Request,chat,5.0,25.2,25.19,0,False,within_sla,SMB,North America,Starter
E00004399,C002534,2025-09-12 19:55:00,2025-09-13 08:12:30,2025-09-15 19:55:00,2025-09-12,resolved,low,Bug,Bug,chat,3.0,12.3,12.29,0,False,within_sla,SMB,North America,Starter
E00004400,C002534,2024-05-02 02:57:00,2024-05-09 09:51:12,2024-05-05 02:57:00,2024-05-02,resolved,low,Billing,Billing,phone,1.0,174.9,174.9,0,True,beyond_sla,SMB,North America,Starter
E00004401,C002534,2022-11-17 15:01:00,2022-11-18 01:54:24,2022-11-18 15:01:00,2022-11-17,resolved,high,Bug,Bug,email,5.0,10.9,10.89,0,False,within_sla,SMB,North America,Starter
E00004402,C002534,2022-09-14 15:20:00,2022-09-20 01:42:33,2022-09-17 15:20:00,2022-09-14,resolved,low,Bug,Bug,phone,2.0,130.4,130.38,0,True,beyond_sla,SMB,North America,Starter
E00004403,C002535,2025-12-09 10:04:00,2025-12-09 12:52:12,2025-12-09 18:04:00,2025-12-09,resolved,critical,Bug,Bug,email,3.0,2.8,2.8,0,False,within_sla,SMB,LATAM,Business
E00004404,C002536,2025-12-18 11:17:00,2025-12-21 06:13:07,2025-12-20 11:17:00,2025-12-18,closed_unresolved,medium,Feature Request,Feature Request,chat,2.0,66.9,66.94,0,True,beyond_sla,Mid-Market,LATAM,Free
E00004405,C002537,2024-06-05 00:13:00,2024-06-06 00:59:33,2024-06-07 00:13:00,2024-06-05,resolved,medium,How-to,How-to,portal,5.0,24.8,24.78,0,False,within_sla,Startup,APAC,Business
E00004406,C002537,2023-09-16 20:03:00,,2023-09-18 20:03:00,2023-09-16,pending,medium,Feature Request,Feature Request,chat,,,20091.95,1,True,pending_beyond_sla,Startup,APAC,Business
E00004407,C002538,2024-09-20 20:08:00,2024-09-21 04:46:35,2024-09-21 20:08:00,2024-09-20,resolved,high,Billing,Billing,chat,4.0,8.6,8.64,0,False,within_sla,Mid-Market,Europe,Free
E00004408,C002538,2025-04-27 13:38:00,2025-04-27 21:36:03,2025-04-29 13:38:00,2025-04-27,resolved,medium,Feature Request,Feature Request,email,5.0,8.0,7.97,0,False,within_sla,Mid-Market,Europe,Free
E00004409,C002539,2024-08-07 02:32:00,,2024-08-09 02:32:00,2024-08-07,escalated,medium,How-to,How-to,email,,,12285.47,1,True,pending_beyond_sla,Startup,Europe,Starter
E00004410,C002539,2024-11-09 02:29:00,2024-11-10 23:52:38,2024-11-12 02:29:00,2024-11-09,resolved,low,How-to,How-to,portal,4.0,45.4,45.39,0,False,within_sla,Startup,Europe,Starter
E00004411,C002540,2024-03-12 11:28:00,2024-03-14 17:05:19,2024-03-15 11:28:00,2024-03-12,resolved,low,How-to,How-to,email,4.0,53.6,53.62,0,False,within_sla,SMB,Europe,Business
E00004412,C002540,2025-06-22 20:25:00,2025-06-23 09:46:10,2025-06-24 20:25:00,2025-06-22,resolved,medium,How-to,How-to,chat,3.0,13.4,13.35,0,False,within_sla,SMB,Europe,Business
E00004413,C002540,2025-10-31 02:11:00,2025-11-01 21:54:14,2025-11-03 02:11:00,2025-10-31,resolved,low,Billing,Billing,portal,4.0,43.7,43.72,0,False,within_sla,SMB,Europe,Business
E00004414,C002540,2024-08-31 05:15:00,2024-09-07 23:20:46,2024-09-03 05:15:00,2024-08-31,resolved,low,How-to,How-to,portal,3.0,186.1,186.1,0,True,beyond_sla,SMB,Europe,Business
E00004415,C002540,2025-01-25 03:10:00,2025-01-30 15:37:47,2025-01-28 03:10:00,2025-01-25,resolved,low,Billing,Billing,email,2.0,132.5,132.46,0,True,beyond_sla,SMB,Europe,Business
E00004416,C002541,2024-01-24 11:33:00,2024-01-24 13:23:07,2024-01-27 11:33:00,2024-01-24,resolved,low,Bug,Bug,chat,5.0,1.8,1.84,0,False,within_sla,Mid-Market,North America,Starter
E00004417,C002541,2023-09-12 08:46:00,2023-09-12 15:12:39,2023-09-13 08:46:00,2023-09-12,resolved,high,Billing,Billing,email,5.0,6.4,6.44,0,False,within_sla,Mid-Market,North America,Starter
E00004418,C002542,2025-10-24 10:39:00,2025-10-25 11:46:31,2025-10-26 10:39:00,2025-10-24,resolved,medium,Bug,Bug,email,3.0,25.1,25.13,0,False,within_sla,Mid-Market,Europe,Business
E00004419,C002543,2025-11-05 22:20:00,2025-11-10 08:59:47,2025-11-07 22:20:00,2025-11-05,resolved,medium,Billing,Billing,email,3.0,106.7,106.66,0,True,beyond_sla,Mid-Market,Europe,Free
E00004420,C002543,2025-11-24 00:00:00,2025-11-25 14:09:15,2025-11-27 00:00:00,2025-11-24,resolved,low,Billing,Billing,chat,5.0,38.2,38.15,0,False,within_sla,Mid-Market,Europe,Free
E00004421,C002543,2025-11-21 04:05:00,2025-11-21 06:27:46,2025-11-23 04:05:00,2025-11-21,resolved,medium,Feature Request,Feature Request,phone,5.0,2.4,2.38,0,False,within_sla,Mid-Market,Europe,Free
E00004422,C002544,2025-07-07 15:51:00,2025-07-09 15:19:10,2025-07-08 15:51:00,2025-07-07,resolved,high,Outage,Outage,portal,2.0,47.5,47.47,0,True,beyond_sla,Mid-Market,Europe,Pro
E00004423,C002545,2025-05-03 12:33:00,2025-05-04 07:33:44,2025-05-06 12:33:00,2025-05-03,resolved,low,How-to,How-to,chat,5.0,19.0,19.01,0,False,within_sla,Mid-Market,North America,Pro
E00004424,C002545,2025-08-06 11:57:00,2025-08-08 19:11:36,2025-08-08 11:57:00,2025-08-06,resolved,medium,How-to,How-to,chat,4.0,55.2,55.24,0,True,beyond_sla,Mid-Market,North America,Pro
E00004425,C002546,2025-07-04 20:24:00,2025-07-05 00:06:08,2025-07-06 20:24:00,2025-07-04,resolved,medium,How-to,How-to,email,5.0,3.7,3.7,0,False,within_sla,Startup,Europe,Business
E00004426,C002546,2024-06-27 00:49:00,2024-07-02 08:13:59,2024-06-30 00:49:00,2024-06-27,resolved,low,Outage,Outage,chat,2.0,127.4,127.42,0,True,beyond_sla,Startup,Europe,Business
E00004427,C002547,2025-02-12 21:07:00,,2025-02-15 21:07:00,2025-02-12,escalated,low,Bug,Bug,chat,,,7730.88,1,True,pending_beyond_sla,Mid-Market,Europe,Free
E00004428,C002547,2025-06-24 12:35:00,,2025-06-27 12:35:00,2025-06-24,pending,low,Billing,Billing,phone,,,4571.42,1,True,pending_beyond_sla,Mid-Market,Europe,Free
E00004429,C002548,2024-09-03 09:01:00,2024-09-05 00:07:44,2024-09-06 09:01:00,2024-09-03,resolved,low,Bug,Bug,chat,5.0,39.1,39.11,0,False,within_sla,Startup,Europe,Starter
E00004430,C002549,2025-10-24 09:10:00,2025-10-25 11:41:44,2025-10-26 09:10:00,2025-10-24,resolved,medium,Billing,Billing,chat,5.0,26.5,26.53,0,False,within_sla,Mid-Market,LATAM,Pro
E00004431,C002550,2022-12-31 11:10:00,2023-01-01 08:02:51,2023-01-03 11:10:00,2022-12-31,resolved,low,Outage,Outage,portal,5.0,20.9,20.88,0,False,within_sla,Startup,APAC,Enterprise
E00004432,C002550,2024-09-10 04:17:00,2024-09-12 04:33:37,2024-09-13 04:17:00,2024-09-10,resolved,low,Billing,Billing,chat,5.0,48.3,48.28,0,False,within_sla,Startup,APAC,Enterprise
E00004433,C002551,2024-10-05 17:25:00,2024-10-07 13:55:13,2024-10-07 17:25:00,2024-10-05,resolved,medium,Feature Request,Feature Request,phone,5.0,44.5,44.5,0,False,within_sla,Mid-Market,North America,Business
E00004434,C002552,2024-12-02 23:39:00,2024-12-03 12:35:13,2024-12-04 23:39:00,2024-12-02,resolved,medium,How-to,How-to,chat,4.0,12.9,12.94,0,False,within_sla,SMB,North America,Business
E00004435,C002553,2023-05-23 09:14:00,2023-05-24 06:48:37,2023-05-25 09:14:00,2023-05-23,resolved,medium,How-to,How-to,email,3.0,21.6,21.58,0,False,within_sla,SMB,APAC,Pro
E00004436,C002553,2024-09-06 09:49:00,2024-09-07 06:37:55,2024-09-08 09:49:00,2024-09-06,resolved,medium,Bug,Bug,phone,4.0,20.8,20.82,0,False,within_sla,SMB,APAC,Pro
E00004437,C002553,2023-11-03 09:51:00,2023-11-06 03:18:16,2023-11-06 09:51:00,2023-11-03,resolved,low,Bug,Bug,phone,5.0,65.5,65.45,0,False,within_sla,SMB,APAC,Pro
E00004438,C002554,2022-12-23 10:26:00,2022-12-23 19:39:27,2022-12-25 10:26:00,2022-12-23,resolved,medium,How-to,How-to,portal,5.0,9.2,9.22,0,False,within_sla,Mid-Market,Europe,Pro
E00004439,C002555,2025-12-11 00:37:00,2025-12-12 12:42:07,2025-12-13 00:37:00,2025-12-11,resolved,medium,Feature Request,Feature Request,portal,4.0,36.1,36.09,0,False,within_sla,Startup,APAC,Business
E00004440,C002555,2025-11-06 01:14:00,2025-11-06 22:27:41,2025-11-08 01:14:00,2025-11-06,resolved,medium,Billing,Billing,phone,5.0,21.2,21.23,0,False,within_sla,Startup,APAC,Business
E00004441,C002556,2025-04-21 10:57:00,2025-04-24 02:05:44,2025-04-24 10:57:00,2025-04-21,resolved,low,Billing,Billing,phone,5.0,63.1,63.15,0,False,within_sla,Mid-Market,North America,Business
E00004442,C002556,2023-01-05 18:48:00,2023-01-08 02:52:43,2023-01-08 18:48:00,2023-01-05,resolved,low,Bug,Bug,chat,5.0,56.1,56.08,0,False,within_sla,Mid-Market,North America,Business
E00004443,C002557,2025-12-30 08:13:00,2026-01-02 00:45:42,2026-01-02 08:13:00,2025-12-30,resolved,low,How-to,How-to,chat,5.0,64.5,64.54,0,False,within_sla,SMB,North America,Business
E00004444,C002558,2025-06-03 20:53:00,2025-06-06 05:47:25,2025-06-05 20:53:00,2025-06-03,resolved,medium,Billing,Billing,chat,2.0,56.9,56.91,0,True,beyond_sla,SMB,North America,Business
E00004445,C002558,2025-09-18 17:34:00,2025-09-18 23:15:08,2025-09-19 17:34:00,2025-09-18,resolved,high,How-to,How-to,portal,5.0,5.7,5.69,0,False,within_sla,SMB,North America,Business
E00004446,C002559,2022-08-06 04:43:00,,2022-08-07 04:43:00,2022-08-06,pending,high,How-to,How-to,email,,,29851.28,1,True,pending_beyond_sla,SMB,APAC,Business
E00004447,C002559,2024-12-09 12:58:00,,2024-12-11 12:58:00,2024-12-09,escalated,medium,Billing,Billing,email,,,9299.03,1,True,pending_beyond_sla,SMB,APAC,Business
E00004448,C002560,2024-11-20 04:50:00,2024-11-21 20:17:16,2024-11-22 04:50:00,2024-11-20,resolved,medium,Billing,Billing,email,5.0,39.5,39.45,0,False,within_sla,Enterprise,LATAM,Free
E00004449,C002560,2025-01-15 22:23:00,2025-01-20 02:35:44,2025-01-17 22:23:00,2025-01-15,resolved,medium,How-to,How-to,email,3.0,100.2,100.21,0,True,beyond_sla,Enterprise,LATAM,Free
E00004450,C002561,2024-09-17 13:20:00,2024-09-21 14:42:47,2024-09-20 13:20:00,2024-09-17,resolved,low,How-to,How-to,chat,3.0,97.4,97.38,0,True,beyond_sla,Mid-Market,APAC,Starter
E00004451,C002564,2024-05-16 04:58:00,2024-05-20 10:58:24,2024-05-18 04:58:00,2024-05-16,resolved,medium,Bug,Bug,email,2.0,102.0,102.01,0,True,beyond_sla,Mid-Market,North America,Starter
E00004452,C002564,2024-06-22 21:50:00,2024-06-24 08:34:08,2024-06-25 21:50:00,2024-06-22,resolved,low,Billing,Billing,chat,4.0,34.7,34.74,0,False,within_sla,Mid-Market,North America,Starter
E00004453,C002565,2025-12-22 02:41:00,2025-12-22 09:26:45,2025-12-24 02:41:00,2025-12-22,resolved,medium,Outage,Outage,chat,4.0,6.8,6.76,0,False,within_sla,Startup,Europe,Pro
E00004454,C002566,2024-01-04 00:50:00,2024-01-06 01:42:45,2024-01-05 00:50:00,2024-01-04,closed_unresolved,high,How-to,How-to,chat,1.0,48.9,48.88,0,True,beyond_sla,SMB,LATAM,Pro
E00004455,C002567,2025-11-10 03:08:00,2025-11-10 07:45:02,2025-11-10 11:08:00,2025-11-10,resolved,critical,Billing,Billing,phone,5.0,4.6,4.62,0,False,within_sla,SMB,North America,Business
E00004456,C002568,2024-09-29 22:10:00,,2024-10-01 22:10:00,2024-09-29,escalated,medium,How-to,How-to,email,,,10993.83,1,True,pending_beyond_sla,Mid-Market,LATAM,Business
E00004457,C002568,2024-11-13 14:26:00,2024-11-14 15:44:33,2024-11-16 14:26:00,2024-11-13,resolved,low,Feature Request,Feature Request,email,5.0,25.3,25.31,0,False,within_sla,Mid-Market,LATAM,Business
E00004458,C002569,2024-07-12 16:52:00,2024-07-21 07:15:17,2024-07-15 16:52:00,2024-07-12,resolved,low,How-to,How-to,portal,3.0,206.4,206.39,0,True,beyond_sla,Mid-Market,North America,Free
E00004459,C002571,2025-04-09 00:35:00,2025-04-11 06:12:03,2025-04-10 00:35:00,2025-04-09,resolved,high,Bug,Bug,portal,3.0,53.6,53.62,0,True,beyond_sla,Mid-Market,Europe,Free
E00004460,C002572,2025-12-17 14:26:00,2025-12-17 23:19:52,2025-12-18 14:26:00,2025-12-17,resolved,high,Billing,Billing,chat,3.0,8.9,8.9,0,False,within_sla,Mid-Market,LATAM,Business
E00004461,C002572,2025-09-02 08:25:00,2025-09-03 22:11:43,2025-09-04 08:25:00,2025-09-02,resolved,medium,Feature Request,Feature Request,phone,3.0,37.8,37.78,0,False,within_sla,Mid-Market,LATAM,Business
E00004462,C002573,2024-12-25 13:47:00,2024-12-26 13:32:46,2024-12-27 13:47:00,2024-12-25,resolved,medium,Feature Request,Feature Request,chat,5.0,23.8,23.76,0,False,within_sla,SMB,North America,Starter
E00004463,C002573,2025-12-19 15:20:00,2025-12-27 00:41:02,2025-12-22 15:20:00,2025-12-19,closed_unresolved,low,Bug,Bug,email,2.0,177.4,177.35,0,True,beyond_sla,SMB,North America,Starter
E00004464,C002574,2024-01-16 23:09:00,2024-01-19 07:11:09,2024-01-19 23:09:00,2024-01-16,resolved,low,Feature Request,Feature Request,phone,3.0,56.0,56.04,0,False,within_sla,SMB,APAC,Pro
E00004465,C002574,2023-12-10 15:46:00,,2023-12-13 15:46:00,2023-12-10,pending,low,Outage,Outage,chat,,,18056.23,1,True,pending_beyond_sla,SMB,APAC,Pro
E00004466,C002574,2024-06-13 23:39:00,2024-06-14 04:11:18,2024-06-14 23:39:00,2024-06-13,resolved,high,Bug,Bug,email,5.0,4.5,4.54,0,False,within_sla,SMB,APAC,Pro
E00004467,C002575,2025-10-27 08:49:00,2025-10-27 13:40:25,2025-10-28 08:49:00,2025-10-27,resolved,high,Outage,Outage,phone,5.0,4.9,4.86,0,False,within_sla,Startup,North America,Pro
E00004468,C002577,2025-11-23 03:52:00,2025-11-24 00:30:31,2025-11-25 03:52:00,2025-11-23,resolved,medium,How-to,How-to,email,3.0,20.6,20.64,0,False,within_sla,SMB,Europe,Pro
E00004469,C002577,2023-08-30 23:33:00,2023-08-31 23:07:53,2023-09-01 23:33:00,2023-08-30,resolved,medium,Feature Request,Feature Request,portal,5.0,23.6,23.58,0,False,within_sla,SMB,Europe,Pro
E00004470,C002578,2024-04-10 22:38:00,2024-04-11 02:22:23,2024-04-11 22:38:00,2024-04-10,resolved,high,How-to,How-to,phone,4.0,3.7,3.74,0,False,within_sla,Mid-Market,North America,Pro
E00004471,C002578,2025-11-10 01:56:00,2025-11-10 09:23:24,2025-11-10 09:56:00,2025-11-10,resolved,critical,Billing,Billing,phone,4.0,7.5,7.46,0,False,within_sla,Mid-Market,North America,Pro
E00004472,C002579,2025-11-27 14:29:00,2025-11-27 18:57:14,2025-11-28 14:29:00,2025-11-27,resolved,high,Feature Request,Feature Request,phone,4.0,4.5,4.47,0,False,within_sla,Mid-Market,APAC,Pro
E00004473,C002580,2025-12-31 00:00:00,2026-01-01 18:09:50,2026-01-03 00:00:00,2025-12-31,resolved,low,Billing,Billing,email,5.0,42.2,42.16,0,False,within_sla,SMB,APAC,Free
E00004474,C002580,2025-09-20 02:41:00,2025-09-20 15:30:01,2025-09-21 02:41:00,2025-09-20,resolved,high,Bug,Bug,email,4.0,12.8,12.82,0,False,within_sla,SMB,APAC,Free
E00004475,C002580,2024-09-06 05:20:00,2024-09-06 09:54:02,2024-09-07 05:20:00,2024-09-06,resolved,high,Bug,Bug,chat,4.0,4.6,4.57,0,False,within_sla,SMB,APAC,Free
E00004476,C002581,2025-02-25 14:47:00,2025-02-25 21:31:51,2025-02-26 14:47:00,2025-02-25,resolved,high,Billing,Billing,phone,4.0,6.7,6.75,0,False,within_sla,Mid-Market,Europe,Starter
E00004477,C002582,2025-05-15 04:06:00,2025-05-16 05:22:26,2025-05-18 04:06:00,2025-05-15,resolved,low,Bug,Bug,chat,4.0,25.3,25.27,0,False,within_sla,SMB,North America,Pro
E00004478,C002584,2024-10-10 10:54:00,2024-10-10 16:19:23,2024-10-10 18:54:00,2024-10-10,resolved,critical,Billing,Billing,chat,5.0,5.4,5.42,0,False,within_sla,Enterprise,LATAM,Business
E00004479,C002584,2025-10-02 05:35:00,2025-10-03 14:50:32,2025-10-05 05:35:00,2025-10-02,resolved,low,Billing,Billing,phone,5.0,33.3,33.26,0,False,within_sla,Enterprise,LATAM,Business
E00004480,C002585,2023-10-24 00:30:00,2023-10-24 04:43:15,2023-10-25 00:30:00,2023-10-24,resolved,high,Bug,Bug,phone,4.0,4.2,4.22,0,False,within_sla,Startup,Europe,Starter
E00004481,C002586,2025-03-02 23:58:00,2025-03-03 16:55:40,2025-03-04 23:58:00,2025-03-02,resolved,medium,How-to,How-to,portal,4.0,17.0,16.96,0,False,within_sla,SMB,APAC,Business
E00004482,C002588,2023-11-16 19:00:00,,2023-11-17 03:00:00,2023-11-16,pending,critical,Bug,Bug,portal,,,18629.0,1,True,pending_beyond_sla,SMB,APAC,Business
E00004483,C002590,2024-01-12 21:36:00,2024-01-13 15:56:36,2024-01-15 21:36:00,2024-01-12,resolved,low,How-to,How-to,email,3.0,18.3,18.34,0,False,within_sla,Mid-Market,Europe,Pro
E00004484,C002591,2025-07-10 08:28:00,2025-07-10 19:02:16,2025-07-13 08:28:00,2025-07-10,resolved,low,Feature Request,Feature Request,email,5.0,10.6,10.57,0,False,within_sla,SMB,Europe,Starter
E00004485,C002591,2023-08-03 02:33:00,2023-08-05 18:18:25,2023-08-06 02:33:00,2023-08-03,resolved,low,Billing,Billing,email,5.0,63.8,63.76,0,False,within_sla,SMB,Europe,Starter
E00004486,C002591,2025-06-06 02:43:00,2025-06-09 07:02:39,2025-06-09 02:43:00,2025-06-06,resolved,low,Feature Request,Feature Request,email,3.0,76.3,76.33,0,True,beyond_sla,SMB,Europe,Starter
E00004487,C002591,2022-06-17 13:25:00,2022-06-19 15:10:50,2022-06-20 13:25:00,2022-06-17,resolved,low,Outage,Outage,portal,5.0,49.8,49.76,0,False,within_sla,SMB,Europe,Starter
E00004488,C002591,2023-03-21 00:11:00,2023-03-22 08:51:56,2023-03-23 00:11:00,2023-03-21,resolved,medium,How-to,How-to,phone,5.0,32.7,32.68,0,False,within_sla,SMB,Europe,Starter
E00004489,C002592,2023-07-08 00:37:00,2023-07-08 18:57:13,2023-07-09 00:37:00,2023-07-08,resolved,high,Billing,Billing,email,3.0,18.3,18.34,0,False,within_sla,SMB,North America,Pro
E00004490,C002593,2024-03-19 12:06:00,2024-03-21 23:37:01,2024-03-22 12:06:00,2024-03-19,resolved,low,Billing,Billing,email,4.0,59.5,59.52,0,False,within_sla,Mid-Market,North America,Starter
E00004491,C002595,2025-05-17 01:48:00,,2025-05-19 01:48:00,2025-05-17,pending,medium,How-to,How-to,chat,,,5494.2,1,True,pending_beyond_sla,Startup,APAC,Pro
E00004492,C002596,2025-01-13 08:30:00,2025-01-14 06:35:39,2025-01-14 08:30:00,2025-01-13,resolved,high,Bug,Bug,chat,4.0,22.1,22.09,0,False,within_sla,SMB,Europe,Enterprise
E00004493,C002597,2025-01-10 06:42:00,2025-01-10 11:29:36,2025-01-10 14:42:00,2025-01-10,resolved,critical,Feature Request,Feature Request,email,4.0,4.8,4.79,0,False,within_sla,SMB,North America,Pro
E00004494,C002598,2024-11-30 20:23:00,2024-12-05 05:10:47,2024-12-02 20:23:00,2024-11-30,resolved,medium,Bug,Bug,chat,1.0,104.8,104.8,0,True,beyond_sla,SMB,LATAM,Pro
E00004495,C002600,2025-02-03 12:26:00,2025-02-03 23:24:40,2025-02-05 12:26:00,2025-02-03,resolved,medium,How-to,How-to,email,3.0,11.0,10.98,0,False,within_sla,Startup,North America,Starter
E00004496,C002600,2024-12-24 02:54:00,2024-12-24 21:39:07,2024-12-25 02:54:00,2024-12-24,resolved,high,How-to,How-to,email,4.0,18.8,18.75,0,False,within_sla,Startup,North America,Starter
E00004497,C002601,2025-11-29 07:15:00,2025-11-30 21:59:30,2025-12-02 07:15:00,2025-11-29,resolved,low,Billing,Billing,chat,4.0,38.7,38.74,0,False,within_sla,SMB,LATAM,Pro
E00004498,C002601,2025-10-26 15:24:00,2025-10-28 11:20:54,2025-10-28 15:24:00,2025-10-26,resolved,medium,Outage,Outage,email,4.0,43.9,43.95,0,False,within_sla,SMB,LATAM,Pro
E00004499,C002601,2025-08-11 03:40:00,2025-08-12 16:00:49,2025-08-14 03:40:00,2025-08-11,resolved,low,How-to,How-to,phone,4.0,36.3,36.35,0,False,within_sla,SMB,LATAM,Pro
E00004500,C002601,2025-12-19 05:03:00,2025-12-27 04:36:11,2025-12-22 05:03:00,2025-12-19,resolved,low,Bug,Bug,portal,3.0,191.6,191.55,0,True,beyond_sla,SMB,LATAM,Pro
E00004501,C002604,2025-08-01 02:10:00,2025-08-01 21:14:05,2025-08-03 02:10:00,2025-08-01,resolved,medium,How-to,How-to,email,5.0,19.1,19.07,0,False,within_sla,SMB,APAC,Free
E00004502,C002605,2025-12-23 04:58:00,2025-12-23 17:25:10,2025-12-24 04:58:00,2025-12-23,resolved,high,How-to,How-to,portal,4.0,12.5,12.45,0,False,within_sla,Startup,Europe,Starter
E00004503,C002605,2025-10-08 13:13:00,2025-10-10 06:47:24,2025-10-11 13:13:00,2025-10-08,resolved,low,Feature Request,Feature Request,chat,4.0,41.6,41.57,0,False,within_sla,Startup,Europe,Starter
E00004504,C002605,2025-04-07 01:51:00,,2025-04-10 01:51:00,2025-04-07,escalated,low,Billing,Billing,phone,,,6454.15,1,True,pending_beyond_sla,Startup,Europe,Starter
E00004505,C002606,2025-05-05 13:26:00,,2025-05-08 13:26:00,2025-05-05,escalated,low,Bug,Bug,chat,,,5770.57,1,True,pending_beyond_sla,SMB,North America,Pro
E00004506,C002607,2024-10-26 04:21:00,2024-10-26 21:34:41,2024-10-27 04:21:00,2024-10-26,resolved,high,How-to,How-to,email,5.0,17.2,17.23,0,False,within_sla,Mid-Market,North America,Pro
E00004507,C002607,2025-01-25 19:23:00,2025-01-25 22:12:39,2025-01-28 19:23:00,2025-01-25,resolved,low,Billing,Billing,phone,5.0,2.8,2.83,0,False,within_sla,Mid-Market,North America,Pro
E00004508,C002608,2024-06-12 22:26:00,2024-06-15 16:48:00,2024-06-15 22:26:00,2024-06-12,resolved,low,Bug,Bug,chat,4.0,66.4,66.37,0,False,within_sla,Mid-Market,LATAM,Starter
