customer_id,signup_date,segment,region,plan,acquisition_channel,seats,mrr,tenure_days,monthly_active_days,support_tickets_90d,nps_score,feature_adoption_score,payment_failures_90d,is_churned,churn_date,as_of_date,lifetime_revenue,txn_count,last_txn_date,first_txn_date,avg_txn_amount,total_tickets,avg_resolve_hours,critical_tickets,days_since_last_txn,is_active,customer_health_score
C003083,2023-01-31,Mid-Market,Europe,Pro,Organic,15,161.65,1065,3.3,4,-6.8,0.214,1,1,2024-08-05,2025-12-31,1201.1399999999999,8,2024-07-17,2023-04-11,150.14,4,19.1,0,532.0,0,35.7
C003084,2022-12-11,SMB,Europe,Free,Organic,8,0.0,1116,10.0,2,24.1,0.142,1,0,,2025-12-31,122.14,24,2025-09-28,2023-01-14,5.09,2,7.0,0,94.0,0,45.6
C003085,2023-05-01,SMB,Europe,Business,Partner,20,451.5,975,9.0,1,20.8,0.236,0,0,,2025-12-31,8524.38,20,2025-12-26,2023-05-04,426.22,1,17.1,0,5.0,1,50.7
C003086,2023-05-31,Startup,APAC,Pro,Organic,1,164.7,945,19.0,1,45.5,0.73,0,0,,2025-12-31,3431.8,19,2025-09-05,2023-06-24,180.62,1,21.9,0,117.0,1,76.9
C003087,2022-09-17,SMB,Europe,Free,Organic,15,0.0,1201,11.0,1,28.3,0.294,1,0,,2025-12-31,212.7,37,2025-10-09,2022-10-02,5.75,2,9.7,1,83.0,0,53.0
C003088,2022-09-10,Mid-Market,LATAM,Starter,Partner,74,46.86,1208,3.1,2,-31.2,0.301,0,1,2023-01-06,2025-12-31,341.32,6,2023-01-03,2022-10-09,56.89,3,14.0,0,1093.0,0,40.7
C003089,2022-11-27,SMB,North America,Free,Organic,9,0.0,1130,10.0,0,24.6,0.369,0,0,,2025-12-31,57.81,22,2025-09-06,2022-11-27,2.63,1,7.4,0,116.0,0,57.5
C003090,2023-10-31,SMB,Europe,Business,Organic,4,470.79,792,27.0,2,-1.4,0.418,0,0,,2025-12-31,8588.91,17,2025-11-17,2023-12-02,505.23,2,11.5,0,44.0,1,68.5
C003091,2023-05-06,SMB,North America,Pro,Paid Search,5,144.41,970,27.0,1,8.9,0.335,0,0,,2025-12-31,3183.59,21,2025-12-11,2023-06-03,151.6,2,13.5,0,20.0,1,68.5
C003092,2023-07-15,SMB,APAC,Free,Paid Search,17,0.0,900,1.0,0,60.1,0.402,0,0,,2025-12-31,97.44,21,2025-11-23,2023-07-17,4.64,0,0.0,0,38.0,0,54.0
C003093,2024-10-25,SMB,Europe,Pro,Paid Search,24,161.38,432,16.0,2,-7.2,0.318,0,0,,2025-12-31,2162.7,13,2025-12-18,2024-12-20,166.36,2,26.8,0,13.0,1,55.1
C003094,2022-12-11,Enterprise,Europe,Pro,Sales,83,155.39,1116,27.0,0,42.4,0.488,0,0,,2025-12-31,3970.72,25,2025-12-21,2023-02-12,158.83,1,3.0,0,10.0,1,78.0
C003095,2025-07-25,SMB,APAC,Pro,Paid Search,20,135.59,159,5.0,0,22.3,0.162,0,0,,2025-12-31,617.54,4,2025-12-09,2025-10-13,154.38,1,6.8,0,22.0,1,46.6
C003096,2024-12-11,SMB,Europe,Free,Partner,3,0.0,385,1.0,1,17.5,0.114,0,0,,2025-12-31,26.44,9,2025-12-11,2025-01-03,2.94,1,9.2,0,20.0,0,39.6
C003097,2022-09-07,Startup,North America,Free,Sales,2,0.0,1211,5.0,1,10.5,0.531,1,0,,2025-12-31,291.96,39,2025-12-19,2022-09-20,7.49,1,9.7,0,12.0,0,52.9
C003098,2023-03-25,SMB,Europe,Starter,Paid Search,19,47.38,1012,8.0,1,43.0,0.245,0,0,,2025-12-31,1043.22,22,2025-11-23,2023-07-03,47.42,1,9.8,0,38.0,1,52.3
C003099,2022-09-20,SMB,North America,Pro,Referral,10,133.05,1198,26.0,1,45.8,0.168,1,0,,2025-12-31,3363.21,26,2025-12-26,2022-11-09,129.35,1,19.1,0,5.0,1,64.3
C003100,2023-01-26,SMB,APAC,Pro,Paid Search,23,150.23,1070,3.3,0,-8.1,0.126,1,1,2024-03-24,2025-12-31,911.36,6,2024-01-04,2023-03-02,151.89,0,0.0,0,727.0,0,38.9
C003101,2023-06-07,SMB,APAC,Starter,Partner,4,56.84,938,9.0,0,63.8,0.473,0,0,,2025-12-31,549.05,12,2025-12-19,2023-07-25,45.75,0,0.0,0,12.0,1,63.6
C003102,2022-07-07,Enterprise,APAC,Starter,Sales,384,60.88,1273,1.7,2,5.3,0.394,1,1,2024-02-05,2025-12-31,487.44,8,2024-02-01,2022-09-09,60.93,2,11.4,0,699.0,0,43.9
C003103,2022-01-21,Startup,APAC,Pro,Organic,3,150.31,1440,10.0,1,44.7,0.25,0,0,,2025-12-31,4441.8,31,2025-11-23,2022-04-16,143.28,2,15.2,0,38.0,1,54.4
C003104,2023-09-20,Startup,APAC,Free,Sales,6,0.0,833,27.0,0,5.5,0.416,0,0,,2025-12-31,77.92,13,2025-02-19,2023-12-17,5.99,2,48.7,0,315.0,0,72.1
C003105,2024-09-29,SMB,Europe,Pro,Paid Search,3,143.61,458,2.0,0,23.5,0.746,0,0,,2025-12-31,669.2,5,2025-09-04,2024-11-09,133.84,0,0.0,0,118.0,1,61.5
C003106,2023-03-10,SMB,North America,Starter,Partner,7,52.19,1027,12.0,0,3.0,0.254,0,0,,2025-12-31,976.75,19,2025-09-25,2023-05-07,51.41,0,0.0,0,97.0,1,53.6
C003107,2025-05-15,Enterprise,North America,Starter,Paid Search,346,57.55,230,17.0,0,21.8,0.147,0,0,,2025-12-31,189.51,3,2025-12-10,2025-07-29,63.17,2,12.8,0,21.0,1,56.8
C003108,2023-06-13,SMB,LATAM,Pro,Organic,3,135.33,932,3.0,4,30.0,0.486,0,0,,2025-12-31,3661.19,27,2025-12-22,2023-07-24,135.6,5,18.5,0,9.0,1,49.3
C003109,2025-07-12,SMB,LATAM,Starter,Organic,13,46.26,172,0.7,2,6.3,0.076,0,1,2025-10-05,2025-12-31,0.0,0,,,0.0,3,23.6,0,,0,35.5
C003110,2022-12-04,SMB,APAC,Pro,Sales,11,136.86,1123,27.0,2,42.9,0.362,0,0,,2025-12-31,4012.42,28,2025-10-28,2022-12-10,143.3,3,6.1,0,64.0,1,71.3
C003111,2024-02-11,Enterprise,North America,Free,Partner,285,0.0,689,7.0,3,46.1,0.446,0,0,,2025-12-31,125.53999999999999,20,2025-12-29,2024-04-16,6.28,3,21.7,0,2.0,0,54.7
C003112,2024-12-27,SMB,North America,Starter,Referral,20,50.25,369,2.8,1,100.0,0.372,1,1,2025-07-23,2025-12-31,360.5,7,2025-07-07,2025-01-22,51.5,3,10.5,0,177.0,0,55.2
C003113,2022-03-26,Mid-Market,APAC,Pro,Organic,35,150.87,1376,9.0,1,58.2,0.536,0,0,,2025-12-31,4035.48,27,2025-12-30,2022-09-03,149.46,2,25.0,0,1.0,1,63.4
C003114,2025-08-22,SMB,North America,Free,Organic,9,0.0,131,2.0,0,64.4,0.327,0,0,,2025-12-31,0.0,4,2025-11-12,2025-09-18,0.0,2,18.4,0,49.0,0,53.0
C003115,2023-06-06,SMB,Europe,Pro,Paid Search,9,177.75,939,4.0,1,-9.2,0.536,1,0,,2025-12-31,4167.09,24,2025-10-03,2023-07-19,173.63,3,15.2,0,89.0,1,50.2
C003116,2023-12-14,Mid-Market,North America,Business,Organic,22,363.65,748,0.0,2,-14.0,0.376,0,0,,2025-12-31,5115.32,13,2025-10-27,2024-02-17,393.49,2,39.0,0,65.0,1,41.9
C003117,2024-06-17,SMB,North America,Enterprise,Paid Search,17,1432.17,562,14.0,2,27.6,0.871,0,0,,2025-12-31,18911.56,14,2025-12-19,2024-08-04,1350.83,2,16.0,0,12.0,1,73.4
C003118,2024-07-08,Startup,Europe,Starter,Sales,7,52.17,541,12.0,1,79.7,0.767,0,0,,2025-12-31,590.35,11,2025-10-21,2024-11-08,53.67,1,10.4,1,71.0,1,75.2
C003119,2022-02-03,SMB,LATAM,Starter,Referral,8,51.74,1427,7.0,0,96.9,0.67,0,0,,2025-12-31,1236.42,24,2025-11-15,2022-06-10,51.52,0,0.0,0,46.0,1,71.0
C003120,2025-05-25,Enterprise,APAC,Starter,Paid Search,341,52.19,220,16.1,1,17.8,0.204,1,1,2025-09-21,2025-12-31,121.75999999999999,3,2025-09-12,2025-06-14,40.59,1,6.7,0,110.0,0,53.8
C003121,2024-06-10,SMB,Europe,Business,Paid Search,4,353.62,569,8.0,1,20.3,0.708,0,0,,2025-12-31,4744.93,14,2025-12-22,2024-08-09,338.92,1,29.5,0,9.0,1,63.9
C003122,2025-11-29,Mid-Market,Europe,Starter,Partner,35,57.98,32,0.0,2,48.6,0.645,0,0,,2025-12-31,80.78,2,2025-12-30,2025-12-14,40.39,2,29.6,0,1.0,1,56.2
C003123,2023-11-06,SMB,LATAM,Starter,Partner,4,50.98,786,1.2,1,30.1,0.263,2,1,2024-11-20,2025-12-31,467.28,9,2024-06-26,2024-01-06,51.92,1,8.3,0,553.0,0,41.5
C003124,2024-05-27,SMB,Europe,Business,Partner,12,357.19,583,20.0,2,30.7,0.172,0,0,,2025-12-31,3524.84,10,2025-12-12,2024-11-22,352.48,3,14.0,0,19.0,1,58.1
C003125,2023-09-23,Enterprise,Europe,Free,Paid Search,396,0.0,830,14.0,2,50.9,0.629,0,0,,2025-12-31,49.4,18,2025-12-10,2023-09-28,2.74,2,18.8,0,21.0,0,68.5
C003126,2025-06-26,SMB,APAC,Pro,Organic,6,151.23,188,7.0,2,100.0,0.592,1,0,,2025-12-31,939.06,5,2025-12-12,2025-07-09,187.81,2,38.8,0,19.0,1,64.0
C003127,2025-04-05,SMB,North America,Pro,Organic,24,153.56,270,6.0,0,67.6,0.419,1,0,,2025-12-31,255.5,2,2025-11-13,2025-07-03,127.75,0,0.0,0,48.0,1,57.7
C003128,2025-07-23,SMB,North America,Pro,Sales,24,137.73,161,6.0,2,81.7,0.393,1,0,,2025-12-31,273.23,2,2025-12-16,2025-08-29,136.62,2,14.0,0,15.0,1,55.3
C003129,2023-12-23,Enterprise,APAC,Business,Referral,162,462.42,739,11.0,1,-11.1,0.101,0,0,,2025-12-31,4910.73,10,2025-12-10,2024-02-06,491.07,2,19.4,0,21.0,1,45.2
C003130,2025-02-05,Mid-Market,Europe,Starter,Sales,61,55.4,329,19.0,1,61.9,0.464,0,0,,2025-12-31,331.86,7,2025-07-16,2025-03-16,47.41,2,15.8,0,168.0,1,70.6
C003131,2023-05-29,SMB,North America,Pro,Paid Search,10,178.1,947,17.0,2,11.3,0.272,0,0,,2025-12-31,1720.82,10,2025-11-29,2023-08-16,172.08,2,26.8,0,32.0,1,56.5
C003132,2023-10-22,Mid-Market,North America,Pro,Paid Search,39,141.18,801,20.0,4,76.9,0.466,0,0,,2025-12-31,1668.47,11,2025-12-30,2023-11-16,151.68,4,14.8,0,1.0,1,68.5
C003133,2024-12-23,SMB,LATAM,Free,Paid Search,5,0.0,373,0.5,1,68.9,0.213,0,1,2025-05-10,2025-12-31,21.11,2,2025-04-06,2025-02-27,10.56,2,12.1,1,269.0,0,47.2
C003134,2022-04-27,Enterprise,Europe,Business,Sales,417,444.24,1344,15.0,0,50.1,0.818,1,0,,2025-12-31,13917.68,35,2025-08-07,2022-05-29,397.65,0,0.0,0,146.0,1,75.9
C003135,2024-10-13,Enterprise,Europe,Business,Organic,266,384.19,444,21.0,1,16.4,0.313,0,0,,2025-12-31,3412.27,8,2025-12-31,2024-11-14,426.53,2,11.6,0,0.0,1,63.3
C003136,2022-01-23,SMB,North America,Enterprise,Partner,9,1351.45,1438,5.0,1,22.9,0.147,0,0,,2025-12-31,48735.81,36,2025-12-21,2022-02-18,1353.77,1,62.5,0,10.0,1,44.7
C003137,2024-04-10,Mid-Market,LATAM,Pro,Organic,61,157.1,630,16.0,2,24.9,0.489,0,0,,2025-12-31,1692.88,11,2025-12-14,2024-05-20,153.9,2,10.1,0,17.0,1,63.4
C003138,2023-11-14,SMB,APAC,Starter,Organic,7,44.76,778,0.0,1,54.1,0.298,0,0,,2025-12-31,549.99,13,2025-12-10,2023-12-02,42.31,1,12.7,0,21.0,1,47.8
C003139,2023-11-02,Enterprise,Europe,Starter,Organic,329,48.56,790,25.0,0,45.1,0.789,0,0,,2025-12-31,563.59,11,2025-12-13,2023-11-28,51.24,0,0.0,0,18.0,1,85.5
C003140,2023-12-08,SMB,North America,Starter,Paid Search,5,57.81,754,20.0,1,70.5,0.472,0,0,,2025-12-31,1031.8899999999999,18,2025-11-18,2023-12-31,57.33,1,3.2,0,43.0,1,72.6
C003141,2023-12-05,Mid-Market,APAC,Free,Referral,40,0.0,757,17.0,0,75.3,0.739,0,0,,2025-12-31,91.21,14,2025-12-27,2023-12-22,6.52,0,0.0,0,4.0,0,79.9
C003142,2023-08-06,SMB,APAC,Starter,Sales,12,58.51,878,16.0,1,13.9,0.36,1,0,,2025-12-31,1415.48,23,2025-12-02,2023-09-20,61.54,1,5.1,0,29.0,1,58.0
C003143,2023-10-08,SMB,APAC,Starter,Partner,6,55.12,815,18.0,3,46.9,0.393,0,0,,2025-12-31,534.1,8,2025-09-24,2024-08-03,66.76,4,14.9,1,98.0,1,63.1
C003144,2024-03-23,Mid-Market,LATAM,Free,Paid Search,63,0.0,648,11.0,2,46.6,0.322,0,0,,2025-12-31,43.03,11,2025-11-16,2024-04-09,3.91,2,19.4,0,45.0,0,56.1
C003145,2024-12-27,SMB,Europe,Business,Referral,18,374.17,369,27.0,3,32.6,0.819,1,0,,2025-12-31,4187.84,10,2025-12-26,2025-03-23,418.78,3,28.1,0,5.0,1,80.4
C003146,2024-02-29,Mid-Market,North America,Free,Organic,74,0.0,671,2.8,3,58.5,0.486,0,1,2025-07-30,2025-12-31,114.51,13,2025-07-21,2024-07-05,8.81,3,19.0,0,163.0,0,53.4
C003147,2024-07-07,SMB,Europe,Pro,Referral,6,142.75,542,22.0,0,47.3,0.228,0,0,,2025-12-31,2205.0,15,2025-10-30,2024-08-09,147.0,0,0.0,0,62.0,1,66.2
C003148,2025-04-11,Enterprise,APAC,Business,Referral,189,395.89,264,21.0,3,20.6,0.511,0,0,,2025-12-31,1802.8799999999999,4,2025-11-15,2025-05-21,450.72,4,13.7,0,46.0,1,66.6
C003149,2025-11-16,SMB,North America,Pro,Paid Search,16,157.15,45,23.0,0,31.4,0.452,0,0,,2025-12-31,129.66,1,2025-12-19,2025-12-19,129.66,0,0.0,0,12.0,1,72.2
C003150,2022-06-05,Mid-Market,North America,Starter,Organic,39,49.67,1305,1.0,2,26.3,0.257,0,0,,2025-12-31,1339.1100000000001,26,2025-12-12,2022-07-16,51.5,3,15.1,0,19.0,1,43.2
C003151,2024-10-16,Startup,APAC,Pro,Organic,5,175.33,441,12.0,1,16.8,0.671,2,0,,2025-12-31,2189.2,12,2025-12-24,2024-10-20,182.43,1,13.7,0,7.0,1,62.0
C003152,2022-11-19,SMB,Europe,Business,Paid Search,4,353.66,1138,17.0,0,32.9,0.309,1,0,,2025-12-31,6835.17,20,2025-12-09,2022-11-27,341.76,0,0.0,0,22.0,1,60.7
C003153,2022-10-09,SMB,APAC,Business,Sales,8,357.6,1179,17.0,0,2.6,0.567,0,0,,2025-12-31,5126.76,15,2025-08-13,2022-10-12,341.78,0,0.0,0,140.0,1,67.4
C003154,2025-02-07,Mid-Market,North America,Starter,Partner,77,55.25,327,19.0,0,46.8,0.467,1,0,,2025-12-31,276.81,5,2025-11-04,2025-02-11,55.36,1,8.8,0,57.0,1,68.7
C003155,2022-04-09,Mid-Market,North America,Free,Paid Search,49,0.0,1362,17.0,1,70.1,0.233,0,0,,2025-12-31,130.01,29,2025-11-30,2022-05-18,4.48,1,13.3,0,31.0,0,62.7
C003156,2025-04-27,Mid-Market,North America,Pro,Paid Search,68,164.24,248,6.0,1,36.3,0.511,0,0,,2025-12-31,632.5500000000001,4,2025-10-24,2025-07-20,158.14,2,7.6,1,68.0,1,57.8
C003157,2025-01-06,Startup,APAC,Starter,Referral,7,55.87,359,23.0,2,58.7,0.794,1,0,,2025-12-31,336.04,5,2025-11-20,2025-03-06,67.21,2,15.0,0,41.0,1,80.2
C003158,2025-11-23,SMB,APAC,Business,Paid Search,3,363.98,38,6.9,3,38.9,0.622,1,1,2025-12-23,2025-12-31,1969.77,5,2025-12-23,2025-11-23,393.95,3,19.4,0,8.0,0,57.2
C003159,2024-08-13,Mid-Market,Europe,Pro,Organic,24,138.15,505,27.0,1,9.4,0.644,2,0,,2025-12-31,1235.21,9,2025-12-07,2024-08-21,137.25,3,19.6,0,24.0,1,73.9
C003160,2025-06-02,SMB,Europe,Business,Partner,21,481.06,212,14.0,1,85.2,0.237,0,0,,2025-12-31,1528.92,3,2025-10-22,2025-08-06,509.64,1,20.6,0,70.0,1,61.6
C003161,2022-06-19,SMB,North America,Enterprise,Paid Search,14,1401.56,1291,15.0,2,-25.6,0.558,1,0,,2025-12-31,36830.11,27,2025-12-16,2022-07-23,1364.08,2,10.1,0,15.0,1,57.6
C003162,2025-06-26,Enterprise,APAC,Pro,Paid Search,461,154.57,188,16.0,2,35.3,0.704,2,0,,2025-12-31,356.59000000000003,3,2025-12-17,2025-07-04,118.86,3,7.1,0,14.0,1,66.9
C003163,2022-08-18,SMB,LATAM,Enterprise,Paid Search,12,1254.9,1231,24.0,2,15.8,0.31,0,0,,2025-12-31,39118.43,31,2025-12-25,2022-09-27,1261.88,2,14.2,0,6.0,1,64.3
C003164,2023-03-26,Mid-Market,APAC,Pro,Organic,71,144.98,1011,25.0,0,74.5,0.356,0,0,,2025-12-31,3027.25,21,2025-12-09,2023-04-04,144.15,1,1.7,0,22.0,1,75.5
C003165,2022-07-03,Mid-Market,North America,Starter,Sales,76,58.66,1277,16.0,0,40.4,0.651,1,0,,2025-12-31,1142.43,22,2025-11-12,2022-07-12,51.93,0,0.0,0,49.0,1,70.9
C003166,2023-07-29,SMB,Europe,Business,Referral,15,382.24,886,15.0,0,98.9,0.357,1,0,,2025-12-31,4457.53,12,2025-10-23,2023-08-15,371.46,2,9.0,0,69.0,1,67.0
C003167,2024-12-07,Mid-Market,North America,Pro,Sales,15,172.84,389,1.0,1,35.9,0.376,0,0,,2025-12-31,853.1999999999999,6,2025-12-15,2025-04-21,142.2,2,26.3,0,16.0,1,49.3
C003168,2023-01-19,Startup,North America,Enterprise,Sales,5,1148.99,1077,1.0,4,16.0,0.569,0,0,,2025-12-31,20400.39,17,2025-09-02,2023-02-13,1200.02,4,17.7,0,120.0,1,48.6
C003169,2025-03-21,SMB,North America,Starter,Paid Search,24,46.05,285,20.0,3,-7.8,0.585,1,0,,2025-12-31,405.88,8,2025-12-17,2025-04-03,50.74,4,22.4,0,14.0,1,63.1
C003170,2024-05-17,Startup,North America,Starter,Paid Search,7,46.65,593,9.0,0,62.7,0.245,0,0,,2025-12-31,370.93,8,2025-11-09,2024-12-20,46.37,1,12.4,0,52.0,1,56.7
C003171,2024-06-18,SMB,North America,Business,Partner,23,429.53,561,12.0,1,14.1,0.422,0,0,,2025-12-31,4011.19,8,2025-11-07,2024-06-27,501.4,2,10.0,1,54.0,1,58.3
C003172,2025-09-04,Startup,APAC,Free,Organic,7,0.0,118,17.0,1,24.5,0.391,0,0,,2025-12-31,0.0,1,2025-10-23,2025-10-23,0.0,1,22.0,0,69.0,0,62.9
C003173,2023-09-10,Mid-Market,North America,Pro,Sales,21,136.31,843,6.0,1,65.7,0.327,1,0,,2025-12-31,2948.48,23,2025-12-22,2023-09-26,128.19,1,2.5,0,9.0,1,53.2
C003174,2023-05-08,SMB,APAC,Pro,Organic,7,138.58,968,9.0,0,61.3,0.484,1,0,,2025-12-31,2017.9,15,2025-10-08,2023-08-27,134.53,0,0.0,0,84.0,1,61.7
C003175,2025-11-23,SMB,LATAM,Starter,Paid Search,20,52.81,38,0.5,1,19.8,0.531,0,1,2025-12-23,2025-12-31,161.65,4,2025-12-23,2025-12-02,40.41,1,136.4,0,8.0,0,51.9
C003176,2024-03-07,Startup,Europe,Starter,Partner,4,44.37,664,21.0,1,23.6,0.255,0,0,,2025-12-31,755.53,16,2025-08-08,2024-05-22,47.22,1,11.1,0,145.0,1,62.3
C003177,2024-05-28,Mid-Market,Europe,Business,Sales,60,412.06,582,14.0,2,-8.9,0.266,0,0,,2025-12-31,5899.24,14,2025-12-07,2024-06-06,421.37,2,24.8,0,24.0,1,51.6
C003178,2023-02-28,SMB,APAC,Free,Partner,5,0.0,1037,2.9,5,-16.4,0.122,0,1,2025-02-04,2025-12-31,71.22,14,2025-01-17,2023-03-15,5.09,5,17.0,0,348.0,0,32.1
C003179,2022-11-05,SMB,North America,Business,Partner,20,421.76,1152,16.0,0,54.1,0.792,0,0,,2025-12-31,7609.38,19,2025-12-19,2022-12-04,400.49,0,0.0,0,12.0,1,78.5
C003180,2022-08-31,Mid-Market,Europe,Business,Paid Search,50,458.57,1218,4.0,0,56.9,0.729,1,0,,2025-12-31,14603.31,32,2025-08-26,2022-09-24,456.35,0,0.0,0,127.0,1,64.1
C003181,2022-11-16,Startup,Europe,Pro,Partner,4,142.09,1141,21.0,2,43.9,0.468,0,0,,2025-12-31,5504.83,38,2025-11-17,2022-11-19,144.86,2,35.8,0,44.0,1,69.2
C003182,2022-10-07,Mid-Market,APAC,Starter,Referral,44,50.0,1181,6.0,2,39.7,0.888,0,0,,2025-12-31,759.08,16,2025-03-06,2022-10-23,47.44,2,7.0,0,300.0,1,68.0
C003183,2024-12-03,Mid-Market,APAC,Free,Paid Search,18,0.0,393,7.0,0,17.3,0.473,0,0,,2025-12-31,63.2,6,2025-09-23,2025-01-10,10.53,0,0.0,0,99.0,0,57.2
C003184,2022-03-24,SMB,APAC,Business,Referral,9,403.89,1378,24.0,0,71.7,0.084,0,0,,2025-12-31,13528.99,35,2025-12-18,2022-05-03,386.54,0,0.0,0,13.0,1,66.1
C003185,2024-06-19,SMB,APAC,Free,Organic,15,0.0,560,20.0,0,-9.6,0.568,0,0,,2025-12-31,71.74000000000001,11,2025-10-05,2024-07-28,6.52,1,6.7,0,87.0,0,68.9
C003186,2025-09-19,Enterprise,Europe,Starter,Paid Search,183,46.74,103,19.0,1,23.3,0.42,0,0,,2025-12-31,79.21,2,2025-12-31,2025-12-05,39.6,1,24.4,0,0.0,1,65.4
C003187,2024-12-30,Enterprise,APAC,Enterprise,Sales,375,1200.56,366,16.0,1,39.0,0.285,0,0,,2025-12-31,9061.78,8,2025-11-07,2025-01-25,1132.72,1,7.0,0,54.0,1,60.2
C003188,2023-07-31,Mid-Market,APAC,Starter,Paid Search,52,47.15,884,14.0,1,35.0,0.648,0,0,,2025-12-31,699.5,15,2025-12-08,2023-09-10,46.63,1,30.1,0,23.0,1,68.9
C003189,2022-03-26,SMB,Europe,Starter,Partner,24,52.71,1376,5.0,1,34.9,0.218,0,0,,2025-12-31,2067.96,37,2025-12-07,2022-04-06,55.89,2,12.6,0,24.0,1,48.0
C003190,2025-04-07,Startup,LATAM,Enterprise,Paid Search,1,1065.16,268,8.0,2,22.0,0.513,0,0,,2025-12-31,4380.25,4,2025-10-28,2025-05-05,1095.06,2,15.4,0,64.0,1,56.7
C003191,2022-01-05,SMB,APAC,Free,Sales,13,0.0,1456,26.0,1,48.5,0.177,0,0,,2025-12-31,91.1,25,2025-12-10,2022-01-07,3.64,1,13.7,0,21.0,0,66.9
C003192,2024-09-01,Enterprise,Europe,Starter,Organic,454,59.64,486,25.0,2,4.6,0.421,0,0,,2025-12-31,566.5,9,2025-12-09,2024-12-13,62.94,2,14.2,0,22.0,1,67.4
C003193,2024-08-17,SMB,North America,Starter,Organic,16,59.24,501,20.0,1,31.4,0.708,0,0,,2025-12-31,485.29,9,2025-08-01,2024-10-23,53.92,2,16.4,0,152.0,1,75.7
C003194,2022-10-02,Startup,North America,Business,Referral,7,357.78,1186,24.0,1,45.8,0.647,0,0,,2025-12-31,9072.48,25,2025-12-31,2022-11-11,362.9,1,28.5,0,0.0,1,78.9
C003195,2024-11-24,SMB,APAC,Business,Partner,20,381.63,402,22.0,2,26.7,0.475,0,0,,2025-12-31,3075.86,7,2025-12-18,2025-01-10,439.41,3,17.1,0,13.0,1,68.6
C003196,2022-09-08,Mid-Market,North America,Business,Paid Search,41,429.99,1210,11.0,1,35.1,0.167,0,0,,2025-12-31,10948.619999999999,28,2025-12-15,2022-09-16,391.02,2,13.7,0,16.0,1,51.8
C003197,2022-11-19,Mid-Market,Europe,Enterprise,Paid Search,35,1440.34,1138,20.0,2,40.4,0.778,1,0,,2025-12-31,32438.63,25,2025-12-07,2022-12-29,1297.55,2,6.7,0,24.0,1,75.2
C003198,2025-03-07,Startup,Europe,Free,Paid Search,7,0.0,299,21.0,0,-9.0,0.258,0,0,,2025-12-31,12.33,3,2025-12-23,2025-04-25,4.11,0,0.0,0,8.0,0,60.6
C003199,2025-11-01,Startup,APAC,Pro,Sales,3,147.6,60,1.3,2,-6.7,0.354,0,1,2025-12-20,2025-12-31,0.0,0,,,0.0,3,31.5,0,,0,43.1
C003200,2023-01-14,Enterprise,APAC,Free,Partner,247,0.0,1082,25.0,3,38.3,0.323,0,0,,2025-12-31,133.45,24,2025-12-20,2023-02-04,5.56,4,23.2,0,11.0,0,66.3
C003201,2025-08-10,Startup,APAC,Enterprise,Sales,6,1347.9,143,13.0,1,19.8,0.266,1,0,,2025-12-31,3484.01,3,2025-11-15,2025-09-05,1161.34,2,26.6,0,46.0,1,53.1
C003202,2025-07-29,Enterprise,Europe,Enterprise,Sales,427,1466.57,155,8.0,0,21.3,0.339,0,0,,2025-12-31,4680.8,3,2025-12-30,2025-09-04,1560.27,1,6.0,0,1.0,1,54.4
C003203,2025-01-05,Enterprise,North America,Starter,Paid Search,444,50.59,360,13.0,0,49.2,0.381,1,0,,2025-12-31,565.98,10,2025-10-29,2025-01-31,56.6,0,0.0,0,63.0,1,61.0
C003204,2022-07-20,SMB,Europe,Business,Partner,23,443.49,1260,3.8,0,10.3,0.725,0,1,2022-08-29,2025-12-31,1611.72,4,2022-08-29,2022-07-24,402.93,0,0.0,0,1220.0,0,61.2
C003205,2023-03-05,SMB,North America,Pro,Partner,22,143.29,1032,9.0,1,-25.3,0.465,1,0,,2025-12-31,4109.26,29,2025-10-12,2023-03-20,141.7,1,79.8,0,80.0,1,51.0
C003206,2024-08-27,SMB,Europe,Free,Referral,5,0.0,491,15.0,0,76.4,0.458,0,0,,2025-12-31,0.0,12,2025-12-18,2024-11-27,0.0,1,28.7,0,13.0,0,69.8
C003207,2025-11-29,Startup,LATAM,Pro,Partner,7,170.98,32,27.0,2,65.2,0.517,0,0,,2025-12-31,182.83,1,2025-11-29,2025-11-29,182.83,2,8.5,0,32.0,1,78.1
C003208,2025-03-10,Startup,Europe,Enterprise,Organic,3,1342.53,296,11.0,1,64.9,0.49,1,0,,2025-12-31,11082.31,8,2025-12-07,2025-04-22,1385.29,1,23.5,0,24.0,1,62.5
C003209,2023-08-24,Enterprise,Europe,Starter,Sales,75,54.13,860,2.7,2,7.0,0.706,0,1,2024-10-26,2025-12-31,463.28000000000003,8,2024-10-12,2023-09-16,57.91,2,15.4,0,445.0,0,56.3
C003210,2022-12-03,SMB,Europe,Free,Partner,3,0.0,1124,21.0,0,33.1,0.134,0,0,,2025-12-31,126.6,28,2025-12-27,2023-01-26,4.52,0,0.0,0,4.0,0,61.1
C003211,2025-10-05,SMB,APAC,Enterprise,Referral,12,1097.85,87,8.0,1,3.3,0.197,0,0,,2025-12-31,1103.99,1,2025-11-15,2025-11-15,1103.99,2,11.0,0,46.0,1,46.9
C003212,2023-01-30,SMB,Europe,Starter,Paid Search,23,57.27,1066,15.0,0,33.5,0.035,0,0,,2025-12-31,1271.94,21,2025-10-21,2023-02-11,60.57,0,0.0,0,71.0,1,52.8
